TARGET_B,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U,DemMedIncome_Missing
0,1.1314021114911006,1.8082887711792655,0.09531017980432493,1.1314021114911006,3.0007198150650303,2.9322598505984176,2.6100697927420065,3.0492730404820207,2.89591193827178,4.206184043977636,15,34,44,6,14,18,0,24,71.0,75300.0,40,44395.0,0,0,0,0,0,1,1,0,1
0,1.1314021114911006,1.8082887711792655,0.09531017980432493,0.7419373447293773,1.62924053973028,2.4362414778067194,2.4069451083182885,2.6461747973841225,2.9496883350525844,3.9531649487593215,12,33,42,5,15,17,0,27,63.5,69200.0,40,56512.0,0,0,0,0,0,1,0,0,1
0,0.09531017980432493,2.89591193827178,0.09531017980432493,2.5726122302071057,2.4069451083182885,2.4069451083182885,1.780024213009634,2.4069451083182885,2.7788192719904172,4.804840381116659,13,31,75,4,12,28,1,40,55.0,98300.0,29,40669.0,0,0,0,0,0,0,0,0,0
1,0.09531017980432493,0.09531017980432493,0.09531017980432493,0.09531017980432493,3.914021008090819,3.914021008090819,3.914021008090819,3.914021008090819,2.8390784635086144,2.8390784635086144,11,16,14,5,7,6,1,40,31.0,75400.0,27,40669.0,0,1,0,0,0,1,0,0,0
0,0.09531017980432493,1.8082887711792655,-2.3025850929940455,1.62924053973028,2.714694743820879,2.714694743820879,2.189416394888408,2.6619665279224902,2.89591193827178,4.383275854074314,13,32,47,6,6,20,0,24,59.15084489627696,97300.0,30,46591.0,0,0,0,0,0,0,1,0,1
1,0.09531017980432493,2.0918640616783932,-2.3025850929940455,0.7419373447293773,3.0492730404820207,3.0492730404820207,2.601207105484161,2.482821143296979,3.139832617527748,4.144720769547168,12,31,53,6,6,20,0,27,44.0,97300.0,31,53513.457361167966,0,0,0,0,0,1,0,1,0
0,0.09531017980432493,1.1314021114911006,-2.3025850929940455,0.09531017980432493,3.0007198150650303,3.0007198150650303,2.5974910105351463,2.8094026953624978,3.0492730404820207,3.716008121502189,13,32,34,6,6,13,0,27,60.0,55700.0,40,46591.0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.410986973710262,-2.3025850929940455,0.09531017980432493,2.714694743820879,2.5974910105351463,2.4292177439274116,2.6619665279224902,2.714694743820879,3.716008121502189,14,31,35,5,5,11,0,27,59.15084489627696,72200.0,33,43280.0,0,0,0,0,0,1,1,0,1
1,0.7419373447293773,1.9600947840472698,-2.3025850929940455,1.1314021114911006,3.1822118404966093,3.4688560301359703,3.0426158594528414,2.482821143296979,3.2228678461377385,4.345103280569283,13,32,56,6,6,21,1,40,44.0,72200.0,28,53513.457361167966,0,0,0,0,1,1,0,1,0
0,0.09531017980432493,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,2.714694743820879,2.714694743820879,2.714694743820879,2.451005098112319,2.7788192719904172,2.7788192719904172,10,15,12,4,4,5,0,40,47.0,72200.0,28,43280.0,0,1,0,0,0,0,1,0,0
1,1.410986973710262,1.410986973710262,1.1314021114911006,1.1314021114911006,2.6461747973841225,2.4932054526026954,2.4932054526026954,2.4932054526026954,2.8390784635086144,3.55820113047182,12,26,26,6,14,12,0,46,71.0,94900.0,34,45690.0,0,0,0,0,0,0,1,0,0
0,1.410986973710262,2.4932054526026954,0.09531017980432493,1.1314021114911006,2.312535423847214,2.151762203259462,1.9358598132018119,2.0918640616783932,2.9496883350525844,4.128745988939433,14,36,54,6,17,21,0,47,50.0,53100.0,29,45690.0,0,0,0,0,0,0,0,0,0
0,1.62924053973028,3.0492730404820207,0.7419373447293773,2.4069451083182885,2.312535423847214,1.5040773967762742,0.928219302739429,1.1314021114911006,3.0007198150650303,4.86830338551846,14,33,59,6,15,26,1,47,83.0,49500.0,27,37819.0,0,0,0,0,1,1,0,0,0
0,0.7419373447293773,2.7788192719904172,-2.3025850929940455,1.9600947840472698,3.914021008090819,3.484312288372662,3.145444546782318,3.0007198150650303,2.89591193827178,4.7104306966455844,13,35,75,6,6,31,1,36,53.0,112179.20275487842,28,53513.457361167966,0,0,0,0,1,0,1,0,0
1,1.1314021114911006,1.1314021114911006,1.1314021114911006,1.1314021114911006,3.2228678461377385,2.9139797716817317,2.9139797716817317,2.9139797716817317,2.8390784635086144,3.55820113047182,13,30,29,6,15,13,0,47,56.5,45100.0,22,53513.457361167966,0,0,0,0,0,1,1,0,1
1,1.1314021114911006,1.1314021114911006,0.7419373447293773,0.7419373447293773,3.2228678461377385,3.249211024664274,3.249211024664274,3.2228678461377385,2.7788192719904172,3.139832617527748,14,22,20,6,10,8,0,50,41.0,40300.0,21,31294.0,0,0,0,1,0,1,1,0,0
0,1.1314021114911006,3.4372078191851885,1.1314021114911006,2.4932054526026954,1.62924053973028,1.62924053973028,1.3862943611198906,1.62924053973028,3.139832617527748,4.395682961121367,11,28,63,5,14,23,1,47,54.5,41900.0,25,34881.0,0,0,0,0,1,1,1,0,1
1,1.62924053973028,1.62924053973028,1.410986973710262,1.410986973710262,1.9600947840472698,1.840549633397487,1.840549633397487,1.8082887711792655,2.714694743820879,3.3357695763397,13,25,24,5,10,9,1,41,61.0,39900.0,32,34923.0,0,0,0,0,0,0,0,0,0
1,0.09531017980432493,2.714694743820879,-2.3025850929940455,2.4932054526026954,2.5726122302071057,2.5726122302071057,1.8515994695840718,1.6610811455859387,3.261935314328648,4.860587297852597,9,28,69,4,4,28,1,40,45.0,67400.0,29,39564.0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.0918640616783932,1.1314021114911006,1.62924053973028,2.312535423847214,2.312535423847214,2.2082744135228043,2.312535423847214,2.7788192719904172,3.8088822465086327,14,34,38,6,15,15,0,39,27.0,39700.0,2,29717.0,0,0,0,0,0,0,1,0,0
1,2.0918640616783932,3.529297384289471,1.8082887711792655,2.8390784635086144,1.1314021114911006,1.6054298910365614,1.366091653802371,1.62924053973028,2.714694743820879,4.533674184283021,13,31,68,6,17,27,1,50,54.5,40100.0,22,36932.0,0,0,0,0,1,0,0,1,1
1,1.62924053973028,2.5726122302071057,0.7419373447293773,2.0918640616783932,1.9600947840472698,2.0149030205422647,1.9919755158985601,1.9600947840472698,2.714694743820879,4.596129441335942,11,26,54,5,11,23,1,23,49.0,142700.0,58,66263.0,0,0,0,0,1,0,1,0,0
0,1.410986973710262,1.410986973710262,0.7419373447293773,0.7419373447293773,1.9600947840472698,2.0918640616783932,2.0918640616783932,2.151762203259462,2.714694743820879,3.4688560301359703,12,24,24,5,9,8,0,39,63.0,134600.0,36,53513.457361167966,0,0,0,0,0,1,0,0,1
1,0.7419373447293773,2.4069451083182885,-2.3025850929940455,1.62924053973028,2.4069451083182885,2.0918640616783932,2.167910189667444,2.6221291385945706,2.7788192719904172,4.728272383122075,13,31,68,5,5,27,1,23,74.0,199100.0,64,66263.0,0,0,0,0,0,0,1,0,0
0,1.1314021114911006,1.62924053973028,0.7419373447293773,1.410986973710262,2.6461747973841225,2.5726122302071057,2.2925347571405443,2.4932054526026954,2.7788192719904172,4.291828366755733,14,27,42,6,11,15,0,28,58.5,107000.0,43,66263.0,0,0,0,0,0,1,0,1,1
1,1.410986973710262,3.716008121502189,0.7419373447293773,3.1822118404966093,2.2082744135228043,2.312535423847214,2.172476407647025,2.2617630984737906,3.139832617527748,4.719391330078114,4,12,44,2,6,20,1,28,41.5,107000.0,43,53513.457361167966,1,0,0,0,0,1,0,0,1
1,0.7419373447293773,0.7419373447293773,0.7419373447293773,0.7419373447293773,2.714694743820879,2.533696813957432,2.533696813957432,2.533696813957432,3.0007198150650303,3.1822118404966093,6,11,11,2,5,5,0,37,55.0,55000.0,31,53513.457361167966,1,0,0,0,0,1,0,0,1
1,0.7419373447293773,2.0918640616783932,0.09531017980432493,1.410986973710262,3.2228678461377385,3.3178157727231046,3.2228678461377385,3.40452517175483,3.2228678461377385,4.645351975620923,13,32,55,6,16,24,1,11,59.0,27900.0,21,30432.0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,3.0007198150650303,0.09531017980432493,2.0918640616783932,2.4932054526026954,2.4069451083182885,2.587764035227708,2.312535423847214,3.261935314328648,4.683056724645162,10,30,85,4,13,32,1,36,33.0,45500.0,41,35776.0,0,0,0,0,0,1,0,0,0
1,0.7419373447293773,1.8082887711792655,0.7419373447293773,1.410986973710262,3.0007198150650303,3.1179499062782403,2.7893229212309465,3.1179499062782403,3.261935314328648,4.044804116661965,11,33,46,5,16,19,1,50,65.0,47600.0,22,41771.0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.2082744135228043,0.09531017980432493,1.8082887711792655,2.6461747973841225,2.6461747973841225,2.2905125117597764,2.8390784635086144,2.9496883350525844,4.728272383122075,16,35,63,6,14,26,0,28,76.0,90300.0,36,51649.0,0,0,0,0,0,1,1,0,0
0,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,3.2228678461377385,-2.3025850929940455,3.2228678461377385,2.2874714551839976,3.139832617527748,3.139832617527748,10,10,15,4,4,6,0,28,70.0,90300.0,36,51649.0,0,0,0,1,0,1,0,0,0
1,1.1314021114911006,1.1314021114911006,0.09531017980432493,0.09531017980432493,3.0007198150650303,2.6461747973841225,2.6461747973841225,3.0007198150650303,3.0492730404820207,3.4688560301359703,13,27,26,6,13,11,0,17,55.5,149100.0,37,53513.457361167966,0,0,0,0,0,1,0,0,1
1,1.8082887711792655,1.9600947840472698,0.7419373447293773,0.7419373447293773,2.312535423847214,2.005525858729668,1.9796212063976248,2.028148247292285,2.714694743820879,3.4995332823830174,14,32,32,6,15,13,0,39,71.0,50900.0,34,31004.0,0,0,0,0,0,0,1,0,0
1,0.7419373447293773,1.62924053973028,-2.3025850929940455,0.7419373447293773,3.2228678461377385,3.1179499062782403,2.873564639579784,1.7808670280616312,2.7788192719904172,4.220977213155467,12,29,48,5,5,18,1,32,59.0,57200.0,32,31004.0,0,0,0,0,0,0,1,0,0
0,2.2082744135228043,3.370738174177447,2.0918640616783932,2.714694743820879,1.410986973710262,1.355835153635182,1.6154199841116477,1.3480731482996928,2.89591193827178,4.370712874773608,12,30,56,6,17,24,1,50,74.5,54300.0,15,53513.457361167966,0,0,0,0,1,1,0,0,1
0,1.410986973710262,1.8082887711792655,1.410986973710262,1.410986973710262,2.4069451083182885,1.8870696490323797,1.8357763546448294,1.8870696490323797,3.0492730404820207,3.370738174177447,14,27,28,6,13,11,1,51,55.0,36100.0,24,53513.457361167966,0,0,0,0,0,1,1,0,1
1,1.1314021114911006,2.89591193827178,0.7419373447293773,2.312535423847214,2.312535423847214,2.2438960966453663,1.8437192081587659,2.2082744135228043,2.7788192719904172,4.206184043977636,13,31,54,5,14,21,1,36,55.0,42500.0,34,26953.0,0,0,0,0,1,1,1,0,0
0,0.7419373447293773,4.096009841541162,0.09531017980432493,2.89591193827178,2.7788192719904172,2.9231615807191558,2.3580197998821464,2.89591193827178,2.8390784635086144,4.7104306966455844,30,47,105,6,15,27,1,28,60.0,81300.0,32,46083.0,0,0,0,0,0,1,0,0,1
1,0.09531017980432493,0.09531017980432493,0.09531017980432493,0.09531017980432493,2.714694743820879,2.714694743820879,2.714694743820879,2.714694743820879,2.8390784635086144,2.8390784635086144,10,15,13,4,6,5,0,35,47.0,120300.0,46,52238.0,0,1,0,0,0,1,1,0,0
1,1.410986973710262,2.714694743820879,1.1314021114911006,2.0918640616783932,2.5726122302071057,2.4932054526026954,2.1077860146889784,2.4655539212721855,2.89591193827178,4.7104306966455844,14,28,63,6,13,24,1,24,69.0,81000.0,41,65734.0,0,0,0,0,1,0,0,0,0
1,1.1314021114911006,1.410986973710262,1.1314021114911006,1.1314021114911006,2.9496883350525844,2.89591193827178,2.7631695003232895,2.89591193827178,3.0492730404820207,3.6136169696133895,12,30,31,6,15,13,0,35,49.0,73800.0,39,65734.0,0,0,0,0,0,1,1,0,0
0,0.09531017980432493,1.1314021114911006,-2.3025850929940455,0.09531017980432493,3.2228678461377385,3.2228678461377385,3.0007198150650303,2.6282852326333477,3.139832617527748,3.9721769282478934,7,25,36,4,4,14,0,24,61.0,231300.0,40,65734.0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,3.66612246699132,0.09531017980432493,2.4069451083182885,4.6061696863211745,5.0912931971137105,4.573576314396913,4.829113417472866,1.8082887711792655,4.7104306966455844,35,57,139,6,17,32,1,24,79.0,93800.0,33,65734.0,0,0,0,0,0,1,0,0,0
0,0.7419373447293773,1.410986973710262,-2.3025850929940455,0.09531017980432493,2.714694743820879,2.8094026953624978,2.6979998652487085,2.6619665279224902,2.89591193827178,4.027135812528651,12,31,43,6,6,19,0,39,59.15084489627696,50700.0,37,50173.0,0,0,0,0,0,1,0,0,1
0,1.410986973710262,3.261935314328648,1.410986973710262,2.5726122302071057,3.55820113047182,3.521938999358284,3.065724645374026,3.521938999358284,3.095577608523707,4.7104306966455844,16,37,89,6,17,34,1,25,74.0,58100.0,31,50173.0,0,0,0,0,1,0,0,0,0
0,1.1314021114911006,2.0918640616783932,0.7419373447293773,1.410986973710262,3.0007198150650303,2.3767644911682972,2.060513531794317,1.8082887711792655,3.2228678461377385,3.9531649487593215,11,31,40,6,15,16,1,50,34.0,46700.0,20,36477.0,0,0,0,0,0,1,0,0,0
1,1.1314021114911006,1.8082887711792655,-2.3025850929940455,-2.3025850929940455,2.714694743820879,2.714694743820879,2.4932054526026954,2.7788192719904172,3.0007198150650303,4.027135812528651,7,28,37,4,4,15,0,38,67.0,68000.0,38,45294.0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.4069451083182885,1.1314021114911006,1.8082887711792655,2.714694743820879,2.272125885509337,2.0095554142156695,2.050270164379556,2.714694743820879,4.027135812528651,12,31,44,5,14,18,1,40,42.0,61500.0,31,44082.0,0,0,0,0,0,0,0,0,0
0,0.09531017980432493,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,3.0007198150650303,3.0007198150650303,3.0007198150650303,2.312535423847214,2.7788192719904172,2.7788192719904172,12,17,14,5,5,6,0,50,27.0,50000.0,22,26472.0,0,1,0,0,0,1,0,0,0
1,0.09531017980432493,2.4932054526026954,-2.3025850929940455,1.8082887711792655,2.312535423847214,2.312535423847214,2.4362414778067194,2.6619665279224902,3.2228678461377385,4.407938016458383,10,29,58,5,5,23,1,50,59.15084489627696,40500.0,22,53513.457361167966,0,0,0,0,0,1,0,0,1
0,1.410986973710262,2.9496883350525844,1.1314021114911006,2.0918640616783932,3.2228678461377385,2.4932054526026954,2.4714836294558595,2.5201129055226197,2.312535423847214,4.511957804265912,20,42,75,7,18,26,1,24,64.0,142700.0,58,50907.0,0,0,0,0,0,0,1,0,0
0,0.7419373447293773,1.1314021114911006,0.09531017980432493,0.7419373447293773,3.0007198150650303,2.747270914255491,2.4932054526026954,3.0007198150650303,2.9496883350525844,3.8088822465086327,14,30,34,6,12,12,0,45,53.0,69500.0,34,39344.0,0,0,0,0,0,0,1,0,0
1,0.7419373447293773,1.1314021114911006,0.7419373447293773,0.7419373447293773,2.312535423847214,2.028148247292285,1.9600947840472698,2.028148247292285,2.8390784635086144,3.0492730404820207,13,21,21,6,10,8,0,51,39.0,54800.0,30,39344.0,0,0,0,1,0,0,0,0,0
0,0.7419373447293773,1.1314021114911006,0.7419373447293773,1.1314021114911006,2.714694743820879,2.533696813957432,2.312535423847214,2.533696813957432,2.89591193827178,3.716008121502189,11,29,31,4,11,11,0,53,55.0,60000.0,33,38862.0,0,0,0,0,0,0,1,0,1
1,1.62924053973028,2.4932054526026954,1.410986973710262,2.0918640616783932,2.4069451083182885,2.312535423847214,2.151762203259462,2.312535423847214,2.8390784635086144,4.206184043977636,13,32,50,6,17,22,1,46,39.0,50400.0,40,29144.0,0,0,0,0,1,0,0,0,0
0,0.09531017980432493,1.8082887711792655,0.09531017980432493,1.62924053973028,4.128745988939433,4.128745988939433,3.707946516831162,4.128745988939433,2.8390784635086144,4.852811208902689,16,31,65,6,13,28,0,50,72.0,40400.0,24,29144.0,0,0,0,0,0,1,1,0,0
1,1.410986973710262,3.0007198150650303,1.1314021114911006,2.2082744135228043,2.312535423847214,2.312535423847214,2.272125885509337,2.312535423847214,2.312535423847214,4.625952725170619,37,56,109,6,16,30,1,50,80.0,40400.0,34,34398.0,0,0,0,0,0,1,1,0,0
1,1.410986973710262,2.714694743820879,0.09531017980432493,2.2082744135228043,2.5726122302071057,2.4932054526026954,2.1552445050953364,2.5726122302071057,2.89591193827178,4.673762977453703,13,35,69,6,17,28,1,28,77.0,97400.0,56,53513.457361167966,0,0,0,0,1,1,1,0,0
0,1.1314021114911006,2.8390784635086144,0.09531017980432493,1.9600947840472698,3.0007198150650303,2.9496883350525844,2.7936160894318567,3.0007198150650303,3.2228678461377385,4.7104306966455844,13,35,73,6,17,30,1,46,55.5,68000.0,24,35515.0,0,0,0,0,1,0,0,0,1
1,2.0918640616783932,3.095577608523707,1.9600947840472698,2.5726122302071057,1.62924053973028,1.62924053973028,1.6114359150967734,1.62924053973028,3.095577608523707,4.160444363926624,12,31,53,6,17,22,1,47,54.5,47500.0,25,35515.0,0,0,0,0,1,0,1,0,1
1,1.62924053973028,1.8082887711792655,1.1314021114911006,1.1314021114911006,1.62924053973028,1.5892352051165808,1.62924053973028,1.4883995840570443,2.89591193827178,3.4995332823830174,13,30,29,6,14,12,0,36,51.0,50400.0,25,35515.0,0,0,0,0,0,0,1,0,0
0,1.1314021114911006,1.9600947840472698,0.09531017980432493,1.1314021114911006,2.714694743820879,2.4069451083182885,2.6665335208992764,1.1314021114911006,2.7788192719904172,4.264087336809195,15,32,57,5,12,20,1,46,68.5,68000.0,24,53513.457361167966,0,0,0,0,0,1,0,1,1
0,1.1314021114911006,1.1314021114911006,0.7419373447293773,0.7419373447293773,2.312535423847214,2.3767644911682972,2.3767644911682972,2.312535423847214,2.8390784635086144,3.139832617527748,13,23,21,6,11,9,0,36,64.0,43600.0,30,30786.0,0,0,0,1,0,1,0,0,0
1,0.09531017980432493,0.09531017980432493,0.09531017980432493,0.09531017980432493,2.714694743820879,2.714694743820879,2.714694743820879,2.714694743820879,3.1822118404966093,3.1822118404966093,7,17,15,3,7,6,0,36,72.0,43600.0,30,30786.0,0,0,0,1,0,1,0,1,0
1,1.62924053973028,2.6461747973841225,1.1314021114911006,1.9600947840472698,2.312535423847214,2.3513752571634776,2.510411940196362,2.3767644911682972,3.0007198150650303,4.489759334476764,13,33,67,6,17,26,1,36,45.0,63100.0,30,47156.0,0,0,0,0,0,1,1,0,0
1,1.62924053973028,2.7788192719904172,1.62924053973028,2.4932054526026954,2.4069451083182885,2.2512917986064953,1.943048916774281,2.2512917986064953,2.714694743820879,4.86830338551846,11,30,71,4,14,30,1,23,52.0,152100.0,62,53513.457361167966,0,0,0,0,0,1,0,0,1
0,1.410986973710262,2.6461747973841225,1.1314021114911006,2.4932054526026954,2.7788192719904172,2.681021528714291,2.305580601973844,2.714694743820879,2.8390784635086144,4.478472532942134,13,34,64,6,17,26,1,23,69.0,145800.0,50,55469.0,0,0,0,0,1,0,0,0,0
0,1.1314021114911006,1.62924053973028,0.09531017980432493,0.7419373447293773,2.4069451083182885,2.2793164660546914,2.116255514802552,2.2082744135228043,2.9496883350525844,4.027135812528651,12,27,37,6,12,15,0,43,54.0,51700.0,34,46154.0,0,0,0,0,0,1,0,1,1
1,0.09531017980432493,0.09531017980432493,0.09531017980432493,0.09531017980432493,2.714694743820879,2.714694743820879,2.714694743820879,2.714694743820879,3.139832617527748,3.139832617527748,8,18,16,3,7,6,1,39,59.0,66800.0,32,40184.0,0,0,0,1,0,0,1,0,0
1,1.410986973710262,1.62924053973028,1.1314021114911006,1.410986973710262,3.0007198150650303,2.93651291389402,2.9496883350525844,2.9139797716817317,3.261935314328648,3.716008121502189,10,32,35,5,16,15,1,39,49.0,58800.0,32,40184.0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.8082887711792655,-2.3025850929940455,0.7419373447293773,3.40452517175483,3.2228678461377385,2.8195915758351178,2.8678989020441064,2.89591193827178,4.191168746857641,14,35,52,6,6,20,1,27,51.0,64700.0,35,40184.0,0,0,0,0,0,0,1,0,0
0,2.312535423847214,2.4932054526026954,1.9600947840472698,1.9600947840472698,1.8082887711792655,1.8245492920510458,1.8213182714695995,1.8082887711792655,2.7788192719904172,3.7400477406883357,14,33,35,6,16,15,1,47,61.0,59500.0,23,40068.0,0,0,0,0,1,0,1,0,1
1,1.62924053973028,2.2082744135228043,1.1314021114911006,1.8082887711792655,2.312535423847214,2.791165107812717,2.511223958105374,2.6224923127405635,2.714694743820879,4.318820558770089,16,36,56,6,15,20,1,50,66.0,51700.0,30,37049.0,0,0,0,0,1,0,0,0,1
0,0.7419373447293773,1.1314021114911006,0.09531017980432493,0.7419373447293773,3.0007198150650303,4.096009841541162,3.732178378509084,4.6061696863211745,2.9496883350525844,3.716008121502189,13,33,36,6,16,15,0,23,48.5,76800.0,55,48354.0,0,0,0,0,0,1,0,0,1
1,2.0918640616783932,2.4069451083182885,1.410986973710262,1.410986973710262,1.9600947840472698,2.0451088625993306,1.9600947840472698,2.0918640616783932,2.714694743820879,3.6913763343125234,13,31,34,6,16,15,1,46,49.0,86300.0,48,53513.457361167966,0,0,0,0,1,1,0,0,1
0,0.7419373447293773,1.1314021114911006,0.09531017980432493,0.09531017980432493,2.89591193827178,2.6461747973841225,2.6693093727857793,2.312535423847214,2.89591193827178,3.370738174177447,14,29,28,6,14,12,0,36,50.0,54500.0,41,41417.0,0,0,0,0,0,1,0,0,0
0,2.0918640616783932,2.4932054526026954,1.410986973710262,1.8082887711792655,1.8082887711792655,1.7884205679625402,1.6448050562713916,1.7227665977411035,3.0007198150650303,4.33204826486764,12,32,52,6,16,21,1,38,67.0,46300.0,27,41417.0,0,0,0,0,1,1,0,0,0
1,0.7419373447293773,2.89591193827178,0.09531017980432493,2.5726122302071057,2.312535423847214,2.312535423847214,2.1838015570040787,2.312535423847214,3.1822118404966093,4.86830338551846,12,30,73,4,11,28,1,40,78.0,67800.0,46,53513.457361167966,0,0,0,0,0,1,0,1,0
1,0.7419373447293773,0.7419373447293773,0.09531017980432493,0.09531017980432493,3.0007198150650303,2.714694743820879,2.714694743820879,3.0007198150650303,3.0492730404820207,3.4688560301359703,11,27,28,4,11,10,0,39,55.5,62300.0,37,43353.0,0,0,0,0,0,1,1,0,1
1,1.410986973710262,3.529297384289471,0.09531017980432493,2.7788192719904172,1.62924053973028,1.8484548129046001,1.9933388426264242,2.0918640616783932,2.7788192719904172,4.7104306966455844,13,30,63,5,13,26,1,48,49.0,69400.0,47,53513.457361167966,0,0,0,0,1,1,1,0,1
1,2.0918640616783932,3.4688560301359703,1.9600947840472698,3.095577608523707,2.0918640616783932,1.8484548129046001,1.8578592709325785,1.8764069432883397,2.8390784635086144,4.788324729085938,14,35,82,6,17,33,1,43,79.5,82700.0,33,53513.457361167966,0,0,0,0,1,1,1,0,1
1,1.1314021114911006,1.62924053973028,-2.3025850929940455,0.09531017980432493,2.312535423847214,2.131796772013764,1.9600947840472698,2.6619665279224902,2.89591193827178,4.3054155323020415,7,18,32,4,4,11,0,43,59.15084489627696,87500.0,33,45666.0,0,0,0,0,0,1,1,0,1
1,1.8082887711792655,3.095577608523707,1.62924053973028,2.312535423847214,2.4069451083182885,2.131796772013764,1.873339456220478,2.2082744135228043,2.8390784635086144,4.585987366571318,14,34,69,6,17,32,1,27,57.0,67500.0,33,52027.0,0,0,0,0,1,0,0,0,0
0,0.09531017980432493,1.62924053973028,-2.3025850929940455,0.09531017980432493,3.2228678461377385,3.2228678461377385,2.740840023925201,2.6100697927420065,3.299533727885655,4.33204826486764,9,29,50,4,4,20,0,46,48.0,65300.0,23,53513.457361167966,0,0,0,0,0,1,0,0,0
1,1.62924053973028,2.5726122302071057,0.7419373447293773,1.9600947840472698,2.4932054526026954,2.4932054526026954,2.3427668826268775,2.4932054526026954,2.9496883350525844,4.443827035579329,15,37,63,6,17,25,1,42,74.0,82800.0,34,53513.457361167966,0,0,0,0,1,1,0,0,0
1,0.09531017980432493,3.139832617527748,-2.3025850929940455,2.4069451083182885,2.312535423847214,2.312535423847214,2.5321082512722946,2.028148247292285,2.714694743820879,4.86830338551846,10,25,73,3,3,29,1,25,57.0,71600.0,23,48516.0,1,0,0,0,0,1,0,0,0
1,1.9600947840472698,3.4372078191851885,1.62924053973028,2.6461747973841225,2.312535423847214,2.312535423847214,1.8082887711792655,2.312535423847214,3.095577608523707,4.860587297852597,22,42,110,9,19,44,1,43,63.5,47500.0,30,53513.457361167966,0,0,0,0,1,1,0,0,1
1,0.7419373447293773,1.1314021114911006,0.7419373447293773,0.7419373447293773,2.312535423847214,2.028148247292285,2.131796772013764,2.028148247292285,2.714694743820879,3.0492730404820207,13,20,19,5,8,7,0,46,41.0,41500.0,28,40024.0,0,0,0,1,0,1,1,0,0
0,0.7419373447293773,1.410986973710262,0.09531017980432493,0.7419373447293773,2.714694743820879,2.714694743820879,2.3608540011180215,2.714694743820879,3.095577608523707,4.027135812528651,11,30,42,5,13,15,0,49,47.0,55000.0,29,53513.457361167966,0,0,0,0,0,1,0,0,1
1,1.9600947840472698,2.5726122302071057,1.410986973710262,1.9600947840472698,1.62924053973028,1.7595805708638197,1.673351238177753,1.8484548129046001,2.8390784635086144,4.370712874773608,14,34,52,6,16,22,1,36,76.0,112179.20275487842,29,49981.0,0,0,0,0,1,0,1,0,0
1,0.7419373447293773,2.5726122302071057,-2.3025850929940455,2.0918640616783932,2.312535423847214,2.312535423847214,1.9487632180377197,2.6619665279224902,3.0007198150650303,4.837075242970874,7,21,62,3,3,25,1,36,59.15084489627696,52500.0,28,45627.0,0,0,0,0,1,1,1,0,1
0,1.8082887711792655,2.2082744135228043,1.8082887711792655,1.9600947840472698,2.8390784635086144,2.9322598505984176,2.8057816895955456,2.9322598505984176,2.7788192719904172,3.716008121502189,13,33,37,5,16,16,1,49,59.5,48900.0,24,41739.0,0,0,0,0,0,1,0,0,1
0,0.09531017980432493,0.7419373447293773,0.09531017980432493,0.09531017980432493,1.1314021114911006,2.714694743820879,2.2082744135228043,2.714694743820879,2.714694743820879,2.8390784635086144,11,16,14,4,6,5,0,45,47.0,61600.0,26,53513.457361167966,0,1,0,0,0,1,0,0,1
1,1.8082887711792655,2.4932054526026954,1.62924053973028,1.9600947840472698,2.714694743820879,2.295560478057081,2.0706530356467567,2.33214389523559,2.8390784635086144,4.144720769547168,15,34,50,6,15,19,1,39,40.0,49800.0,22,39725.0,0,0,0,0,1,0,0,0,0
0,1.9600947840472698,2.6461747973841225,1.1314021114911006,1.9600947840472698,3.0007198150650303,2.6253929674212007,2.4388627112865935,2.6693093727857793,2.8390784635086144,4.206184043977636,12,32,53,6,16,21,1,41,32.5,35400.0,30,39725.0,0,0,0,0,1,1,0,0,1
0,0.09531017980432493,1.8082887711792655,-2.3025850929940455,0.7419373447293773,3.2228678461377385,3.2228678461377385,2.4655539212721855,2.6619665279224902,3.0007198150650303,4.220977213155467,14,28,47,6,6,17,0,36,59.15084489627696,49800.0,28,53513.457361167966,0,0,0,0,0,1,0,0,1
1,1.410986973710262,1.8082887711792655,1.410986973710262,1.62924053973028,1.62924053973028,1.7227665977411035,1.6620303625532709,1.7227665977411035,2.7788192719904172,3.299533727885655,15,27,24,6,12,10,1,39,38.0,49800.0,22,39725.0,0,0,0,0,0,1,0,0,0
