SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE
115879,0,Cash loans,F,Y,Y,0,855000.0,1258650.0,53455.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0096569999999999,-18716,-6021,-118.0,-2266,4.0,1,1,0,1,0,0,Managers
248393,0,Cash loans,F,N,Y,0,202500.0,819432.0,26563.5,684000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.014464,-17876,-643,-1862.0,-1244,,1,1,0,1,0,0,Cooking staff
149552,0,Cash loans,M,N,Y,0,207000.0,1107900.0,35869.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,-19895,-5567,-6841.0,-3387,,1,1,0,1,0,0,Laborers
102257,0,Cash loans,F,N,Y,0,112500.0,524866.5,19917.0,369000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.035792,-18174,-1754,-9393.0,-1703,,1,1,0,1,1,0,Accountants
119666,0,Cash loans,F,N,Y,0,225000.0,521280.0,27423.0,450000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,With parents,0.025164,-10068,-202,-72.0,-2746,,1,1,0,1,0,1,Sales staff
284555,0,Cash loans,F,N,Y,3,179100.0,203760.0,21523.5,180000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0228,-13242,-1827,-4896.0,-3663,,1,1,0,1,0,0,Cooking staff
213788,0,Cash loans,F,Y,Y,2,247500.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-13806,-1941,-2045.0,-2079,3.0,1,1,0,1,0,1,
248873,0,Revolving loans,F,N,Y,0,180000.0,495000.0,24750.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0035409999999999,-16450,-2051,-7896.0,-12,,1,1,0,1,0,0,
298382,0,Cash loans,M,N,Y,1,216000.0,582804.0,31747.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-15887,-2360,-4936.0,-5287,,1,1,0,1,1,1,Laborers
103079,0,Cash loans,F,Y,Y,0,135000.0,450000.0,24543.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.028663,-9721,-490,-4385.0,-2392,0.0,1,1,0,1,0,1,Core staff
285895,0,Cash loans,F,Y,Y,2,112500.0,835380.0,40320.0,675000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-11333,-3507,-1212.0,-1810,7.0,1,1,1,1,0,0,Medicine staff
394714,1,Revolving loans,M,Y,Y,1,292500.0,1237500.0,61875.0,1237500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.018029,-18321,-5572,-2692.0,-1860,2.0,1,1,0,1,0,0,Managers
268110,0,Cash loans,F,N,Y,2,135000.0,755190.0,32125.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-12580,-5103,-775.0,-4573,,1,1,0,1,0,0,
152109,0,Cash loans,F,Y,Y,0,112500.0,1086426.0,46161.0,931500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.022625,-17906,-2479,-7899.0,-1427,7.0,1,1,0,1,0,1,Laborers
435857,0,Cash loans,M,Y,Y,2,135000.0,327024.0,25965.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-10448,-1729,-1281.0,-2758,23.0,1,1,0,1,0,0,Drivers
283126,0,Cash loans,F,N,Y,0,117000.0,247500.0,17356.5,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-22050,365243,-647.0,-4003,,1,0,0,1,1,0,
166280,0,Cash loans,M,Y,Y,0,225000.0,1724220.0,47542.5,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-22649,-1880,-4684.0,-5759,3.0,1,1,0,1,0,0,
399927,0,Cash loans,M,Y,N,0,142200.0,485901.0,26487.0,369000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.035792,-15575,-4150,-581.0,-2738,7.0,1,1,0,1,0,0,Drivers
294450,0,Cash loans,F,N,Y,1,157500.0,808650.0,31464.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-15153,-2424,-6529.0,-4891,,1,1,0,1,0,0,Accountants
129133,0,Cash loans,F,N,N,3,135000.0,526491.0,29529.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-13491,-552,-6530.0,-4346,,1,1,0,1,0,0,Waiters/barmen staff
221216,0,Cash loans,F,N,Y,1,157500.0,976711.5,41512.5,873000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-16236,-3532,-3928.0,-4473,,1,1,0,1,0,0,
417584,1,Cash loans,M,Y,Y,0,180000.0,1056154.5,37935.0,891418.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-17465,-865,-124.0,-993,23.0,1,1,0,1,0,0,IT staff
173306,0,Cash loans,F,Y,Y,0,135000.0,824823.0,24115.5,688500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.022625,-17478,-579,-4194.0,-1009,15.0,1,1,0,1,0,0,Core staff
212199,0,Cash loans,F,N,Y,0,202500.0,224149.5,25479.0,193500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-15981,-1242,-6404.0,-53,,1,1,0,1,0,0,Sales staff
159992,0,Cash loans,F,N,N,0,225000.0,1288350.0,41562.0,1125000.0,Family,Working,Higher education,Married,House / apartment,0.030755,-10268,-1795,-2513.0,-2933,,1,1,1,1,0,0,Core staff
271045,0,Cash loans,M,N,Y,0,315000.0,675000.0,49248.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-11842,-1630,-979.0,-2121,,1,1,1,1,0,0,Managers
269939,0,Cash loans,M,Y,Y,1,270000.0,592560.0,32274.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13301,-4427,-1578.0,-4068,9.0,1,1,0,1,0,0,Core staff
316895,1,Cash loans,M,Y,Y,0,180000.0,364896.0,33597.0,315000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-9911,-763,-3202.0,-842,5.0,1,1,1,1,1,0,High skill tech staff
389230,0,Cash loans,F,N,N,0,90000.0,188460.0,8113.5,135000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010276,-15849,-5343,-9023.0,-5200,,1,1,0,1,0,0,Accountants
340544,0,Cash loans,F,Y,Y,0,112500.0,819792.0,41854.5,720000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-17513,365243,-9416.0,-1058,15.0,1,0,0,1,0,0,
146076,0,Cash loans,M,Y,Y,0,90000.0,337500.0,26248.5,337500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-18849,-5560,-5820.0,-2405,20.0,1,1,1,1,1,0,Drivers
288346,0,Cash loans,M,N,Y,0,135000.0,172512.0,13477.5,144000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008575,-15037,-150,-247.0,-4300,,1,1,0,1,0,0,Sales staff
453164,0,Cash loans,F,N,Y,0,112500.0,314100.0,13437.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-21514,365243,-7131.0,-4834,,1,0,0,1,0,0,
203875,0,Cash loans,F,N,N,0,247500.0,526491.0,32337.0,454500.0,Family,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.04622,-18250,-1637,-1215.0,-1794,,1,1,0,1,1,0,Laborers
151799,0,Revolving loans,F,N,Y,1,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0084739999999999,-14844,-5555,-6716.0,-3762,,1,1,0,1,0,0,
322271,1,Cash loans,F,N,Y,0,103500.0,781920.0,34573.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.030755,-20716,365243,-2868.0,-3843,,1,0,0,1,0,0,
219902,0,Cash loans,F,N,Y,0,126000.0,675000.0,46980.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-22800,365243,-14104.0,-4231,,1,0,0,1,1,0,
129744,0,Cash loans,F,Y,Y,0,270000.0,1096020.0,56092.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561,-20813,-2799,-11477.0,-1894,11.0,1,1,0,1,1,0,Laborers
330615,0,Cash loans,F,N,N,0,90000.0,133528.5,10485.0,121500.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.020713,-13159,-2678,-6472.0,-1506,,1,1,0,1,1,0,Core staff
205120,0,Cash loans,M,N,N,0,270000.0,808650.0,26217.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0038179999999999,-23687,365243,-6349.0,-4358,,1,0,0,1,1,0,
101264,0,Cash loans,F,Y,Y,0,135000.0,459000.0,18333.0,459000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003069,-21642,365243,-294.0,-4631,4.0,1,0,0,1,0,0,
179541,0,Cash loans,F,N,Y,0,117000.0,454500.0,21996.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-21841,365243,-7689.0,-1912,,1,0,0,1,1,0,
142887,0,Revolving loans,F,N,Y,1,67500.0,202500.0,10125.0,202500.0,Unaccompanied,State servant,Higher education,Separated,With parents,0.0096569999999999,-12832,-3272,-9660.0,-1828,,1,1,1,1,1,0,
104742,0,Cash loans,F,N,Y,0,360000.0,555273.0,16366.5,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-20406,365243,-8390.0,-3965,,1,0,0,1,0,0,
429682,0,Cash loans,F,N,Y,0,157500.0,544491.0,16047.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-18612,-1360,-8099.0,-2151,,1,1,1,1,0,0,Core staff
326784,0,Cash loans,M,Y,Y,0,166500.0,306000.0,20578.5,306000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-17222,-2588,-415.0,-741,7.0,1,1,1,1,0,0,Laborers
213420,0,Cash loans,F,N,Y,0,135000.0,292500.0,13014.0,292500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.018209,-17456,-6566,-6652.0,-1009,,1,1,0,1,0,1,Medicine staff
331316,0,Cash loans,F,N,N,0,99000.0,679500.0,28786.5,679500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.04622,-20748,365243,-8924.0,-4246,,1,0,0,1,0,0,
413109,0,Cash loans,F,N,N,0,126000.0,485640.0,38263.5,450000.0,Unaccompanied,Working,Higher education,Single / not married,Municipal apartment,0.02461,-9631,-84,-4421.0,-2309,,1,1,1,1,1,1,Core staff
388280,0,Cash loans,F,N,Y,1,112500.0,1023966.0,36279.0,733500.0,"Spouse, partner",Working,Secondary / secondary special,Married,Municipal apartment,0.0116569999999999,-14287,-566,-7094.0,-4556,,1,1,0,1,0,0,
384632,0,Cash loans,M,N,N,0,99000.0,545040.0,20547.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-22821,-2704,-3541.0,-3947,,1,1,0,1,0,0,Security staff
221248,1,Cash loans,M,N,Y,0,112500.0,96696.0,6592.5,76500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-9614,-241,-7522.0,-2297,,1,1,0,1,0,0,
134398,0,Cash loans,F,N,Y,0,157500.0,610335.0,22050.0,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14767,-3401,-7403.0,-4782,,1,1,0,1,0,0,Sales staff
152573,0,Cash loans,F,N,Y,2,135000.0,889515.0,26136.0,742500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-11447,-1387,-494.0,-3413,,1,1,0,1,0,0,Cooking staff
131939,0,Cash loans,F,N,Y,0,157500.0,993996.0,43915.5,873000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018029,-21811,365243,-4575.0,-4841,,1,0,0,1,0,0,
214050,1,Cash loans,F,N,Y,1,90000.0,254700.0,20250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0031219999999999,-17120,-4984,-10887.0,-613,,1,1,0,1,0,0,Laborers
162154,1,Cash loans,F,N,Y,0,112500.0,640080.0,29970.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-18318,-5893,-12288.0,-1866,,1,1,0,1,0,0,Medicine staff
406122,0,Cash loans,F,N,N,0,135000.0,604152.0,29196.0,540000.0,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,0.003813,-14825,-1967,-1322.0,-4570,,1,1,0,1,0,0,Core staff
133572,0,Cash loans,M,Y,Y,0,270000.0,495882.0,31819.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002042,-17459,-5127,-4394.0,-1010,6.0,1,1,1,1,0,0,Laborers
326237,0,Cash loans,M,N,Y,1,247500.0,528633.0,25560.0,472500.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.010032,-10886,-2869,-877.0,-2887,,1,1,0,1,0,0,Core staff
266515,0,Cash loans,F,N,Y,0,256500.0,178290.0,18850.5,157500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.008625,-16721,-8527,-6963.0,-258,,1,1,0,1,0,0,High skill tech staff
136206,0,Cash loans,M,N,Y,0,121500.0,728460.0,44563.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19322,-1568,-379.0,-2856,,1,1,1,1,1,0,Drivers
149898,0,Cash loans,F,N,Y,0,202500.0,760225.5,30280.5,679500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.04622,-23662,365243,-9636.0,-4203,,1,0,0,1,0,0,
194123,0,Cash loans,F,N,Y,0,90000.0,68760.0,2722.5,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-22020,365243,-1483.0,-346,,1,0,0,1,0,0,
301405,0,Cash loans,F,N,Y,0,202500.0,978628.5,47209.5,859500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.00823,-23314,365243,-1880.0,-2716,,1,0,0,1,1,1,
360527,0,Cash loans,F,N,Y,1,112500.0,314100.0,16573.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-12631,-4548,-3244.0,-4104,,1,1,0,1,0,0,Core staff
368797,0,Cash loans,F,N,Y,0,67500.0,1256400.0,36864.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-19453,365243,-9436.0,-2860,,1,0,0,1,0,0,
425327,0,Cash loans,M,Y,N,1,225000.0,254700.0,27427.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002506,-16155,-1405,-7034.0,-3898,18.0,1,1,0,1,1,1,Sales staff
260231,0,Cash loans,F,N,N,0,58500.0,526491.0,18909.0,454500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.01885,-15987,-5008,-4389.0,-5026,,1,1,1,1,0,0,
237043,0,Cash loans,F,N,N,0,90000.0,679500.0,19867.5,679500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-20744,365243,-3129.0,-3792,,1,0,0,1,0,0,
323081,0,Cash loans,M,Y,N,0,93114.0,808650.0,22234.5,675000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.020713,-8119,-950,-4297.0,-790,17.0,1,1,1,1,0,0,Laborers
346965,0,Cash loans,F,N,Y,0,112500.0,490005.0,23701.5,423000.0,Family,Pensioner,Lower secondary,Married,House / apartment,0.025164,-23355,365243,-6027.0,-4317,,1,0,0,1,0,0,
188398,0,Cash loans,M,N,Y,1,225000.0,418500.0,19638.0,418500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-13219,-193,-7358.0,-4705,,1,1,0,1,1,0,Laborers
186738,0,Cash loans,M,Y,N,2,450000.0,485640.0,38938.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.006629,-16296,-807,-2925.0,-4746,12.0,1,1,1,1,0,0,Drivers
214681,0,Cash loans,M,N,Y,0,180000.0,480060.0,22509.0,337500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0096569999999999,-9669,-779,-3076.0,-2346,,1,1,0,1,0,0,IT staff
276333,0,Revolving loans,M,N,Y,0,360000.0,1012500.0,50625.0,1012500.0,Family,Working,Higher education,Single / not married,House / apartment,0.030755,-14806,-4290,-6546.0,-3907,,1,1,0,1,0,0,Laborers
105985,0,Revolving loans,M,Y,Y,0,225000.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-11637,-126,-3569.0,-4104,11.0,1,1,1,1,0,0,Core staff
276877,0,Cash loans,F,N,Y,0,162000.0,693301.5,29272.5,598500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00496,-22026,-4213,-7920.0,-4039,,1,1,0,1,0,0,
274027,0,Cash loans,M,Y,N,0,112500.0,315000.0,13473.0,315000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018209,-16804,365243,-2345.0,-354,6.0,1,0,0,1,0,0,
156587,0,Cash loans,M,N,N,0,202500.0,1162498.5,31302.0,990000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.0196889999999999,-20915,365243,-9527.0,-4007,,1,0,0,1,0,0,
232095,0,Cash loans,F,N,N,1,225000.0,518562.0,22099.5,463500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.018209,-16271,-1680,-5559.0,-3200,,1,1,0,1,0,0,
213539,0,Cash loans,F,Y,Y,0,270000.0,534204.0,29956.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-19546,-583,-1117.0,-2328,64.0,1,1,0,1,0,0,Cooking staff
428180,0,Cash loans,F,N,Y,0,243000.0,592560.0,25236.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-19502,-7107,-3846.0,-2872,,1,1,0,1,1,0,
369861,0,Cash loans,M,Y,N,2,180000.0,269550.0,21294.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002042,-16528,-31,-3993.0,-79,7.0,1,1,0,1,0,0,Drivers
377421,0,Cash loans,M,Y,Y,1,202500.0,361998.0,17545.5,292500.0,Family,Working,Higher education,Married,House / apartment,0.008575,-13927,-380,-5983.0,-4774,18.0,1,1,0,1,0,0,Security staff
382243,0,Cash loans,F,N,Y,1,202500.0,481176.0,21325.5,360000.0,Family,Working,Higher education,Civil marriage,House / apartment,0.025164,-15746,-128,-6393.0,-4443,,1,1,0,1,0,1,Medicine staff
442202,0,Cash loans,M,Y,Y,0,315000.0,1252363.5,53190.0,1152000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.003069,-17771,-6076,-8134.0,-1297,7.0,1,1,0,1,0,0,Laborers
326283,0,Cash loans,F,N,Y,0,135000.0,526491.0,25456.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-20100,365243,-11231.0,-3622,,1,0,0,1,0,0,
181988,0,Cash loans,M,N,N,0,171000.0,426645.0,22468.5,324000.0,Family,State servant,Secondary / secondary special,Single / not married,House / apartment,0.01885,-10595,-348,-8222.0,-1670,,1,1,1,1,1,0,Core staff
165676,0,Cash loans,F,N,Y,1,216000.0,835380.0,40320.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-13505,-795,-2487.0,-2485,,1,1,0,1,1,1,
106620,0,Cash loans,M,N,N,0,135000.0,675000.0,32602.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0066709999999999,-21650,-1386,-8988.0,-4627,,1,1,0,1,0,0,Laborers
363912,0,Cash loans,F,N,Y,1,157500.0,715095.0,49900.5,675000.0,Other_B,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-16000,-1558,-9260.0,-3656,,1,1,0,1,0,0,Private service staff
126671,1,Cash loans,F,N,Y,0,144000.0,135000.0,10665.0,135000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.031329,-12815,-284,-6556.0,-4233,,1,1,1,1,0,0,Sales staff
169307,0,Cash loans,M,Y,Y,0,135000.0,780363.0,33192.0,697500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-21825,365243,-10596.0,-4803,15.0,1,0,0,1,0,0,
403394,0,Revolving loans,M,N,Y,1,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-14246,-318,-1873.0,-1320,,1,1,0,1,0,0,Cooking staff
412331,0,Cash loans,M,Y,Y,1,135000.0,95940.0,10309.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-18234,-1421,-3585.0,-1786,6.0,1,1,0,1,0,0,
330761,0,Cash loans,F,N,Y,2,135000.0,862560.0,25348.5,720000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-12589,-4096,-4106.0,-2801,,1,1,0,1,1,0,Laborers
299704,0,Cash loans,F,N,N,1,108000.0,675000.0,65758.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-12708,-2094,-3282.0,-4434,,1,1,1,1,0,0,Accountants
353284,0,Cash loans,F,N,Y,0,103500.0,327024.0,18904.5,270000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-21132,-1322,-13110.0,-4140,,1,1,0,1,0,0,Laborers
241041,0,Cash loans,F,N,Y,0,540000.0,1187370.0,112869.0,1125000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.0196889999999999,-17810,-2036,-2226.0,-1344,,1,1,0,1,0,0,Private service staff
295433,0,Cash loans,M,Y,Y,0,103500.0,545040.0,25537.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,0.010276,-10294,-1840,-4727.0,-2801,64.0,1,1,0,1,0,0,Laborers
417577,0,Cash loans,F,N,Y,2,135000.0,492862.5,17833.5,346500.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-14192,-75,-1372.0,-4955,,1,1,0,1,0,0,Laborers
236996,0,Cash loans,F,N,Y,0,108000.0,490495.5,26262.0,454500.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-21863,365243,-10077.0,-4639,,1,0,0,1,1,0,
121143,0,Cash loans,F,N,Y,1,135000.0,521280.0,35392.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-11655,-201,-1831.0,-1641,,1,1,0,1,0,0,Laborers
279045,1,Cash loans,F,N,Y,0,292500.0,1006920.0,51543.0,900000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.025164,-9717,-3043,-8902.0,-1252,,1,1,0,1,1,0,
217436,0,Cash loans,F,Y,N,2,103500.0,448056.0,13711.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-8846,-501,-6097.0,-1376,8.0,1,1,0,1,0,0,Laborers
394756,0,Cash loans,F,Y,Y,0,270000.0,513040.5,50872.5,472500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.001276,-23357,-12450,-918.0,-4822,17.0,1,1,0,1,0,0,Laborers
144288,0,Cash loans,F,N,Y,1,202500.0,1125000.0,32895.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-13438,-2661,-1656.0,-1739,,1,1,0,1,0,0,Private service staff
208101,0,Cash loans,F,Y,N,0,360000.0,1800000.0,47484.0,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-10521,-2144,-389.0,-2259,3.0,1,1,0,1,0,1,Core staff
427502,1,Cash loans,F,N,Y,0,135000.0,942300.0,34749.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-18201,-1043,-12314.0,-1744,,1,1,0,1,0,0,Medicine staff
281467,0,Cash loans,M,N,N,1,112500.0,568800.0,16429.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,With parents,0.0038179999999999,-13255,-455,-3708.0,-3805,,1,1,1,1,0,0,Core staff
158019,1,Cash loans,F,N,Y,0,133200.0,388512.0,27166.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.009549,-21424,365243,-7379.0,-4701,,1,0,0,1,1,0,
441516,0,Cash loans,M,N,Y,0,135000.0,472500.0,48546.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.007305,-18042,-2340,-7666.0,-1591,,1,1,0,1,1,0,Drivers
152516,0,Cash loans,F,N,Y,1,112500.0,444420.0,21510.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-12693,-5798,-118.0,-5129,,1,1,0,1,0,0,Laborers
204308,0,Cash loans,F,N,Y,1,67500.0,354276.0,22770.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.020246,-12403,-463,-2900.0,-3381,,1,1,0,1,0,0,Medicine staff
323844,0,Cash loans,M,Y,Y,1,202500.0,490500.0,18148.5,490500.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-18895,-656,-5333.0,-2443,2.0,1,1,0,1,1,0,Laborers
324602,0,Cash loans,F,N,Y,0,202500.0,454500.0,25375.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.025164,-21950,365243,-7332.0,-4271,,1,0,0,1,1,0,
328451,0,Cash loans,F,N,N,0,180000.0,225000.0,14647.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561,-18816,-1573,-2463.0,-2373,,1,1,0,1,1,0,
402320,0,Cash loans,F,N,N,0,157500.0,589045.5,21285.0,508500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.010147,-22413,365243,-6789.0,-3716,,1,0,0,1,0,0,
417296,0,Cash loans,M,N,N,0,102222.0,417024.0,15880.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.016612,-12515,-3831,-6506.0,-3864,,1,1,1,1,1,0,Core staff
399737,0,Cash loans,F,N,N,0,67500.0,254700.0,14620.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.011703,-19785,-1620,-1758.0,-3121,,1,1,0,1,0,0,Sales staff
397836,0,Cash loans,F,N,Y,0,157500.0,490495.5,26262.0,454500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-18804,-9757,-1136.0,-2354,,1,1,0,1,0,0,Accountants
