SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE
148698,Cash loans,8675.955,45000.0,46485.0,,45000.0
421171,Consumer loans,10612.215,53991.0,56844.0,0.0,53991.0
171109,Cash loans,24091.155,540000.0,604152.0,,540000.0
336989,Consumer loans,2250.27,41625.0,41625.0,0.0,41625.0
175652,Cash loans,60916.86,900000.0,952272.0,,900000.0
105473,Consumer loans,6811.335,124830.0,151195.5,0.0,124830.0
237929,Cash loans,,0.0,0.0,,
315628,Cash loans,15499.125,135000.0,143910.0,,135000.0
164082,Cash loans,7189.74,67500.0,71955.0,,67500.0
202095,Cash loans,16341.165,112500.0,137691.0,,112500.0
274685,Consumer loans,4627.08,45076.5,39649.5,9000.0,45076.5
354825,Cash loans,8789.85,135000.0,135000.0,,135000.0
295024,Consumer loans,4507.02,23400.0,22104.0,2340.0,23400.0
444579,Cash loans,,0.0,0.0,,
444110,Cash loans,,0.0,0.0,,
227065,Consumer loans,13048.695,130500.0,117450.0,13050.0,130500.0
254193,Cash loans,19461.87,247500.0,287685.0,,247500.0
203912,Consumer loans,3145.635,26955.9,26955.0,0.9,26955.9
209418,Cash loans,,0.0,0.0,,
164219,Cash loans,5294.43,45000.0,47970.0,0.0,45000.0
301938,Cash loans,11120.715,135000.0,152820.0,0.0,135000.0
435530,Consumer loans,5573.835,120694.5,120694.5,0.0,120694.5
400848,Consumer loans,2474.73,19210.5,23845.5,0.0,19210.5
434068,Consumer loans,13525.785,234738.0,295767.0,0.0,234738.0
450669,Consumer loans,5288.67,41350.5,44991.0,0.0,41350.5
209666,Consumer loans,34453.35,620100.0,444559.5,175540.5,620100.0
113654,Cash loans,,0.0,0.0,,
359018,Consumer loans,4833.9,42552.0,42552.0,0.0,42552.0
122769,Revolving loans,2250.0,45000.0,45000.0,,45000.0
162295,Cash loans,16028.595,85500.0,88321.5,,85500.0
271006,Consumer loans,10212.075,58500.0,37426.5,22500.0,58500.0
191209,Cash loans,29854.53,697500.0,780363.0,,697500.0
350885,Consumer loans,12817.485,134995.5,134325.0,13500.0,134995.5
407503,Cash loans,22236.84,360000.0,409896.0,,360000.0
328072,Consumer loans,2970.765,24705.0,24430.5,2475.0,24705.0
455005,Revolving loans,9000.0,180000.0,180000.0,,180000.0
345929,Consumer loans,6536.34,60390.0,58833.0,6039.0,60390.0
280229,Consumer loans,23705.64,116550.0,129762.0,0.0,116550.0
251272,Cash loans,,0.0,0.0,,
384670,Cash loans,9127.35,135000.0,135000.0,0.0,135000.0
396313,Consumer loans,4779.54,26046.0,23440.5,2605.5,26046.0
149350,Consumer loans,9460.71,67495.5,64755.0,6750.0,67495.5
137287,Consumer loans,8985.96,98100.0,98100.0,0.0,98100.0
108402,Cash loans,,0.0,0.0,,
404781,Consumer loans,9028.8,78525.0,78525.0,0.0,78525.0
426743,Consumer loans,5693.4,29560.5,27922.5,2956.5,29560.5
174386,Revolving loans,20250.0,405000.0,405000.0,,405000.0
123356,Cash loans,14610.375,202500.0,202500.0,,202500.0
427630,Cash loans,54760.05,1215000.0,1215000.0,,1215000.0
276900,Cash loans,,0.0,0.0,,
447798,Consumer loans,4777.785,23787.0,22603.5,2250.0,23787.0
421693,Cash loans,19684.8,180000.0,180000.0,0.0,180000.0
341534,Consumer loans,2693.43,42642.0,45963.0,4275.0,42642.0
366004,Consumer loans,10445.85,50116.5,55953.0,0.0,50116.5
428314,Consumer loans,24479.235,125086.5,134167.5,0.0,125086.5
265954,Cash loans,22237.875,675000.0,808650.0,,675000.0
127905,Consumer loans,4455.0,40500.0,40500.0,0.0,40500.0
202145,Cash loans,27720.405,225000.0,270522.0,,225000.0
371246,Cash loans,,0.0,0.0,,
211104,Cash loans,41905.035,337500.0,353092.5,,337500.0
116105,Cash loans,92751.57,1354500.0,1402776.0,,1354500.0
303683,Consumer loans,,30555.0,30555.0,0.0,30555.0
251977,Cash loans,19756.935,450000.0,553950.0,,450000.0
176462,Cash loans,,0.0,0.0,,
125329,Revolving loans,22500.0,0.0,450000.0,,
277222,Revolving loans,15750.0,315000.0,315000.0,,315000.0
319726,Consumer loans,7081.245,65038.5,62338.5,4500.0,65038.5
301411,Cash loans,39467.25,675000.0,675000.0,,675000.0
234083,Cash loans,20853.72,270000.0,291384.0,,270000.0
395391,Cash loans,13570.425,225000.0,254700.0,,225000.0
296392,Consumer loans,7505.235,37530.0,33777.0,3753.0,37530.0
263505,Cash loans,45654.615,1192500.0,1348335.0,,1192500.0
389983,Cash loans,,0.0,0.0,,
298003,Consumer loans,21552.84,215550.0,193995.0,21555.0,215550.0
387673,Consumer loans,4873.725,108184.5,108184.5,0.0,108184.5
322105,Revolving loans,,0.0,0.0,,
180798,Cash loans,,0.0,0.0,,
192962,Cash loans,22838.22,450000.0,583650.0,,450000.0
271117,Cash loans,39572.64,873000.0,873000.0,,873000.0
110834,Consumer loans,3744.315,29196.0,32085.0,0.0,29196.0
361206,Consumer loans,5997.915,65479.5,65479.5,0.0,65479.5
454543,Consumer loans,10803.15,147712.5,173061.0,0.0,147712.5
317608,Revolving loans,9000.0,180000.0,180000.0,,180000.0
161624,Cash loans,22065.12,472500.0,566055.0,,472500.0
211524,Revolving loans,22500.0,0.0,450000.0,,
429801,Consumer loans,19640.745,112275.0,106051.5,11227.5,112275.0
264298,Consumer loans,7612.875,166090.5,166090.5,0.0,166090.5
126900,Cash loans,16307.775,495000.0,593010.0,,495000.0
178577,Cash loans,29840.535,450000.0,640080.0,,450000.0
227923,Consumer loans,5600.565,98775.0,98775.0,0.0,98775.0
177008,Consumer loans,7404.615,70866.0,77881.5,0.0,70866.0
121128,Cash loans,56679.57,810000.0,986418.0,,810000.0
371916,Consumer loans,4410.9,35955.0,29178.0,9000.0,35955.0
311510,Cash loans,,0.0,0.0,,
173943,Consumer loans,1845.81,26730.0,18720.0,8010.0,26730.0
180873,Cash loans,,0.0,0.0,,
131737,Cash loans,,0.0,0.0,,
126628,Consumer loans,4264.56,44010.0,44010.0,0.0,44010.0
439896,Cash loans,,0.0,0.0,,
417668,Cash loans,37984.5,450000.0,543879.0,,450000.0
312603,Consumer loans,9403.11,92874.375,102676.5,3.375,92874.375
379474,Cash loans,15026.535,72000.0,82800.0,,72000.0
282390,Cash loans,,0.0,0.0,,
293692,Cash loans,,0.0,0.0,,
127230,Consumer loans,,67855.5,67855.5,0.0,67855.5
190150,Consumer loans,4251.6,35775.0,34371.0,4500.0,35775.0
251096,Revolving loans,2250.0,45000.0,45000.0,,45000.0
109620,Cash loans,,0.0,0.0,,
353378,Cash loans,9482.22,117000.0,140166.0,,117000.0
102327,Consumer loans,5223.96,113062.5,113062.5,0.0,113062.5
159942,Revolving loans,29250.0,0.0,585000.0,,
315428,Consumer loans,3656.97,30960.0,30798.0,3105.0,30960.0
308531,Cash loans,17366.805,202500.0,222547.5,,202500.0
383422,Consumer loans,27505.665,226710.0,239179.5,0.0,226710.0
196581,Consumer loans,10436.175,93663.0,103554.0,0.0,93663.0
327394,Consumer loans,4648.14,71860.5,82021.5,0.0,71860.5
321520,Consumer loans,35102.16,810000.0,648000.0,162000.0,810000.0
177526,Consumer loans,16960.725,152365.5,165438.0,0.0,152365.5
327878,Revolving loans,15750.0,315000.0,315000.0,,315000.0
140540,Revolving loans,2250.0,45000.0,45000.0,,45000.0
207719,Cash loans,43551.0,1350000.0,1350000.0,,1350000.0
197256,Cash loans,,0.0,0.0,,
197012,Consumer loans,,0.0,0.0,,
235433,Consumer loans,9361.485,95179.5,105232.5,0.0,95179.5
263058,Consumer loans,15719.94,125932.5,85009.5,50373.0,125932.5
317697,Consumer loans,22712.49,122256.45,128709.0,0.45,122256.45
299872,Consumer loans,15484.41,82251.0,86593.5,0.0,82251.0
435427,Cash loans,15240.465,337500.0,384277.5,,337500.0
418786,Cash loans,14064.345,247500.0,274288.5,,247500.0
196821,Cash loans,24018.21,639000.0,726723.0,,639000.0
156532,Consumer loans,5442.84,38205.0,32571.0,7650.0,38205.0
391135,Consumer loans,41370.3,515160.0,513571.5,51750.0,515160.0
179117,Cash loans,10911.96,90000.0,107901.0,0.0,90000.0
226990,Cash loans,,0.0,0.0,,
209164,Revolving loans,,0.0,0.0,,
342843,Cash loans,62022.15,1800000.0,1971072.0,,1800000.0
102690,Consumer loans,4010.22,40950.0,37584.0,6750.0,40950.0
452294,Consumer loans,5471.46,54720.0,49248.0,5472.0,54720.0
284728,Consumer loans,9153.54,49500.0,49500.0,0.0,49500.0
279343,Cash loans,11619.9,135000.0,148365.0,,135000.0
292667,Consumer loans,7010.37,61722.0,61722.0,0.0,61722.0
368802,Consumer loans,,76860.0,76860.0,0.0,76860.0
382939,Cash loans,16942.41,144000.0,153504.0,0.0,144000.0
352593,Revolving loans,2250.0,45000.0,45000.0,,45000.0
416116,Cash loans,,0.0,0.0,,
279573,Cash loans,,0.0,0.0,,
352338,Consumer loans,4533.84,40194.0,50053.5,0.0,40194.0
411004,Consumer loans,7257.735,85225.5,91638.0,4275.0,85225.5
204149,Cash loans,18072.81,135000.0,163732.5,,135000.0
301103,Consumer loans,2515.23,25155.0,22639.5,2515.5,25155.0
148940,Cash loans,62453.835,1035000.0,1110141.0,,1035000.0
135068,Consumer loans,13600.755,134955.0,134955.0,0.0,134955.0
190772,Revolving loans,21375.0,0.0,427500.0,,
406040,Consumer loans,7436.115,98955.0,102285.0,9895.5,98955.0
155482,Cash loans,,0.0,0.0,,
315928,Cash loans,,0.0,0.0,,
289748,Cash loans,,0.0,0.0,,
450129,Consumer loans,4472.91,40455.0,36409.5,4045.5,40455.0
226602,Cash loans,28149.615,675000.0,790830.0,,675000.0
436806,Consumer loans,6115.545,40455.0,38511.0,4045.5,40455.0
249296,Cash loans,29926.98,702000.0,840996.0,,702000.0
389261,Cash loans,17497.8,360000.0,409896.0,,360000.0
217003,Revolving loans,11250.0,0.0,225000.0,,
326899,Cash loans,31657.05,900000.0,1078200.0,,900000.0
381072,Cash loans,67156.92,900000.0,1097694.0,,900000.0
135169,Cash loans,35190.99,180000.0,185940.0,,180000.0
257031,Consumer loans,3016.35,30496.5,30163.5,3051.0,30496.5
197861,Consumer loans,,60813.9,60813.9,0.0,60813.9
181934,Cash loans,9160.74,45000.0,51633.0,,45000.0
375735,Revolving loans,36000.0,720000.0,720000.0,,720000.0
424875,Cash loans,34058.385,315000.0,348264.0,,315000.0
424134,Cash loans,15140.88,229500.0,269698.5,,229500.0
149923,Cash loans,13712.535,135000.0,202698.0,,135000.0
132413,Consumer loans,13403.295,68845.5,72481.5,0.0,68845.5
178889,Consumer loans,3353.355,18027.0,18981.0,0.0,18027.0
306879,Consumer loans,18540.99,177647.4,173767.5,18000.9,177647.4
307114,Consumer loans,,62095.5,62095.5,0.0,62095.5
320009,Cash loans,8675.955,45000.0,46485.0,,45000.0
342385,Consumer loans,1174.725,28206.0,25209.0,2997.0,28206.0
216346,Consumer loans,1713.555,17977.5,14836.5,4477.5,17977.5
208904,Cash loans,22619.52,229500.0,241920.0,,229500.0
348324,Consumer loans,8607.195,81886.5,43101.0,40945.5,81886.5
282601,Cash loans,36977.31,1170000.0,1339884.0,,1170000.0
396707,Consumer loans,8745.615,80320.5,48190.5,32130.0,80320.5
186469,Consumer loans,15199.47,138177.0,138177.0,0.0,138177.0
251035,Cash loans,29681.775,450000.0,501975.0,,450000.0
164530,Consumer loans,20658.24,75379.5,78034.5,0.0,75379.5
438337,Consumer loans,13271.805,98725.5,109152.0,0.0,98725.5
121330,Revolving loans,2250.0,45000.0,45000.0,,45000.0
453878,Revolving loans,16875.0,0.0,337500.0,,
154827,Cash loans,,0.0,0.0,,
181791,Cash loans,,0.0,0.0,,
259981,Cash loans,16532.37,144000.0,153504.0,,144000.0
431838,Consumer loans,4499.73,35995.5,32395.5,3600.0,35995.5
420612,Consumer loans,4494.195,28260.0,25434.0,2826.0,28260.0
354290,Cash loans,,0.0,0.0,,
201317,Cash loans,,0.0,0.0,,
410187,Cash loans,17945.82,157500.0,167895.0,,157500.0
381255,Cash loans,20254.365,225000.0,254700.0,,225000.0
186963,Consumer loans,43865.73,306000.0,244800.0,61200.0,306000.0
414162,Consumer loans,10121.49,93510.0,91102.5,9351.0,93510.0
427425,Cash loans,,0.0,0.0,,
289575,Cash loans,33861.195,765000.0,870021.0,,765000.0
284286,Consumer loans,4871.565,53194.5,53194.5,0.0,53194.5
202885,Cash loans,19198.98,607500.0,727785.0,,607500.0
292149,Revolving loans,,0.0,0.0,,
145272,Cash loans,11251.215,135000.0,152820.0,0.0,135000.0
342375,Consumer loans,2716.02,54427.5,58284.0,5778.0,54427.5
409804,Revolving loans,13500.0,270000.0,270000.0,,270000.0
272262,Cash loans,15090.435,331286.76,377204.76,,331286.76
315207,Cash loans,,0.0,0.0,,
419848,Cash loans,,0.0,0.0,,
429409,Consumer loans,2146.275,43735.5,18391.5,27000.0,43735.5
430141,Consumer loans,4814.01,38479.05,35397.0,3082.05,38479.05
248772,Consumer loans,7717.5,40072.5,37849.5,4009.5,40072.5
422266,Cash loans,9830.97,90000.0,95940.0,,90000.0
365970,Consumer loans,9211.275,113446.35,90760.5,22685.85,113446.35
259832,Consumer loans,14894.955,73120.5,76738.5,0.0,73120.5
456244,Cash loans,,0.0,0.0,,
373530,Consumer loans,30481.335,273377.25,273375.0,2.25,273377.25
264165,Consumer loans,5120.775,31414.275,26824.5,5854.275,31414.275
272792,Consumer loans,4397.31,37971.0,36783.0,4500.0,37971.0
265151,Cash loans,,0.0,0.0,,
147517,Consumer loans,2786.805,30514.5,27459.0,3055.5,30514.5
332758,Cash loans,10588.995,90000.0,95940.0,0.0,90000.0
451509,Consumer loans,8620.2,116955.0,71955.0,45000.0,116955.0
129311,Cash loans,20320.605,450000.0,512370.0,,450000.0
128882,Cash loans,16839.585,477000.0,571446.0,,477000.0
361604,Cash loans,23694.165,454500.0,508495.5,,454500.0
224973,Consumer loans,10361.295,100404.0,111006.0,0.0,100404.0
120816,Consumer loans,21421.53,229500.0,229500.0,0.0,229500.0
327474,Cash loans,,0.0,0.0,,
233918,Cash loans,6262.38,49500.0,52767.0,,49500.0
302064,Cash loans,35743.5,1350000.0,1350000.0,,1350000.0
383811,Revolving loans,3375.0,0.0,67500.0,,
147277,Consumer loans,12879.585,132804.0,146826.0,0.0,132804.0
270141,Cash loans,,0.0,0.0,,
186767,Consumer loans,3414.825,48906.0,45319.5,9783.0,48906.0
289759,Cash loans,10603.8,193500.0,231813.0,,193500.0
214534,Consumer loans,,53631.0,53631.0,0.0,53631.0
302603,Consumer loans,8107.335,45882.0,45882.0,0.0,45882.0
296749,Cash loans,12042.72,270000.0,326007.0,,270000.0
182164,Consumer loans,6910.515,39699.0,42318.0,0.0,39699.0
331405,Consumer loans,4756.05,44955.0,23638.5,22500.0,44955.0
287589,Cash loans,8369.325,157500.0,199080.0,,157500.0
332168,Consumer loans,13219.785,130905.0,130257.0,13090.5,130905.0
392492,Consumer loans,20810.475,126738.0,135661.5,0.0,126738.0
423481,Consumer loans,17505.72,289323.0,294759.0,28935.0,289323.0
370122,Revolving loans,,0.0,0.0,,
102547,Revolving loans,4500.0,90000.0,90000.0,,90000.0
238177,Consumer loans,4758.165,26932.5,26932.5,0.0,26932.5
104925,Consumer loans,19966.14,179932.5,217971.0,0.0,179932.5
166233,Consumer loans,5503.68,78282.0,94815.0,0.0,78282.0
221741,Consumer loans,5396.22,19305.0,19984.5,0.0,19305.0
173502,Consumer loans,6091.605,34375.5,29875.5,4500.0,34375.5
426921,Consumer loans,22078.35,219582.0,197622.0,21960.0,219582.0
174221,Consumer loans,20816.955,94835.25,99841.5,2.25,94835.25
196007,Revolving loans,4500.0,90000.0,90000.0,,90000.0
364359,Consumer loans,9094.455,92876.4,91863.0,9288.9,92876.4
123121,Cash loans,47749.5,450000.0,450000.0,,450000.0
146778,Consumer loans,5973.075,56295.0,20965.5,36000.0,56295.0
448389,Cash loans,45336.78,765000.0,870021.0,,765000.0
214653,Consumer loans,4192.56,38737.8,37737.0,3876.3,38737.8
158272,Consumer loans,14077.98,146790.0,131940.0,14850.0,146790.0
365836,Consumer loans,10007.055,152685.0,176872.5,0.0,152685.0
343737,Cash loans,39474.0,1350000.0,1350000.0,,1350000.0
150491,Consumer loans,3381.975,31500.0,32148.0,2250.0,31500.0
437672,Cash loans,110360.43,1129500.0,1162300.5,,1129500.0
449636,Revolving loans,,0.0,0.0,,
138016,Cash loans,32991.795,157500.0,162697.5,,157500.0
123497,Consumer loans,4836.015,44010.0,43528.5,4401.0,44010.0
140339,Cash loans,36682.245,180000.0,185940.0,0.0,180000.0
445451,Cash loans,16056.81,202500.0,222547.5,,202500.0
300425,Cash loans,,0.0,0.0,,
195703,Consumer loans,9040.005,77130.0,75145.5,7713.0,77130.0
112752,Consumer loans,8957.61,89586.0,80626.5,8959.5,89586.0
192108,Cash loans,28727.46,463500.0,509386.5,,463500.0
226560,Cash loans,,0.0,0.0,,
114742,Cash loans,37822.005,1129500.0,1293502.5,,1129500.0
185284,Revolving loans,3375.0,0.0,67500.0,,
403220,Consumer loans,3469.005,32602.5,19102.5,13500.0,32602.5
375177,Cash loans,,0.0,0.0,,
342753,Consumer loans,14215.5,125158.5,125158.5,0.0,125158.5
336886,Consumer loans,11003.49,178425.0,178425.0,0.0,178425.0
356945,Consumer loans,12099.735,72846.0,72846.0,0.0,72846.0
197335,Consumer loans,11061.0,124110.0,110610.0,13500.0,124110.0
233940,Consumer loans,11349.63,168975.0,197973.0,0.0,168975.0
281981,Consumer loans,5576.58,69700.5,48789.0,20911.5,69700.5
108124,Consumer loans,12376.17,104440.5,104440.5,0.0,104440.5
165179,Cash loans,29950.83,675000.0,755190.0,,675000.0
174200,Consumer loans,14795.1,112365.0,78655.5,33709.5,112365.0
227268,Consumer loans,3024.225,26626.5,26626.5,0.0,26626.5
157327,Revolving loans,3375.0,0.0,67500.0,,
112183,Cash loans,6349.995,76500.0,94635.0,,76500.0
113089,Cash loans,30953.34,594000.0,594000.0,,594000.0
301474,Consumer loans,19573.065,195750.0,176175.0,19575.0,195750.0
147850,Consumer loans,79576.56,305550.0,305550.0,0.0,305550.0
372230,Cash loans,71577.36,1057500.0,1118920.5,,1057500.0
118345,Cash loans,19345.365,315000.0,428089.5,,315000.0
454314,Cash loans,,0.0,0.0,,
134800,Consumer loans,6658.92,31612.5,33178.5,0.0,31612.5
306395,Consumer loans,4918.455,105160.5,105160.5,0.0,105160.5
324840,Consumer loans,8504.1,67455.0,83088.0,0.0,67455.0
186316,Cash loans,55511.1,1800000.0,2013840.0,,1800000.0
176377,Consumer loans,8733.15,79492.5,79083.0,7965.0,79492.5
233736,Cash loans,24029.91,234000.0,246663.0,,234000.0
428353,Cash loans,23153.985,450000.0,512370.0,,450000.0
324500,Consumer loans,19840.725,101911.5,107293.5,0.0,101911.5
317624,Cash loans,10192.41,112500.0,127350.0,,112500.0
349808,Consumer loans,10216.17,92790.0,92790.0,0.0,92790.0
385565,Consumer loans,7934.31,158130.0,175927.5,0.0,158130.0
390758,Consumer loans,10915.92,51214.5,40968.0,10246.5,51214.5
230188,Consumer loans,35049.87,171517.5,179100.0,0.0,171517.5
181738,Consumer loans,7357.725,61200.0,59625.0,6120.0,61200.0
408875,Cash loans,26054.775,229500.0,241920.0,,229500.0
258550,Revolving loans,,0.0,0.0,,
422557,Cash loans,,0.0,0.0,,
307993,Cash loans,56845.665,1575000.0,1762110.0,,1575000.0
156026,Cash loans,49591.71,450000.0,470790.0,,450000.0
132972,Consumer loans,7865.01,103500.0,119893.5,0.0,103500.0
115663,Revolving loans,,0.0,0.0,,
186632,Consumer loans,19835.145,126198.0,105957.0,25240.5,126198.0
132938,Revolving loans,38250.0,0.0,765000.0,,
147218,Consumer loans,15171.21,120915.0,103135.5,24165.0,120915.0
211496,Consumer loans,4799.7,106542.0,106542.0,0.0,106542.0
346592,Consumer loans,7649.235,76500.0,68850.0,7650.0,76500.0
361719,Cash loans,5444.955,45000.0,57942.0,,45000.0
124405,Consumer loans,31155.75,345350.925,310252.5,35098.425,345350.925
326742,Consumer loans,5872.41,33705.0,28386.0,6741.0,33705.0
251272,Consumer loans,18160.965,562050.0,449640.0,112410.0,562050.0
342636,Cash loans,,0.0,0.0,,
232327,Consumer loans,11599.335,62955.0,59652.0,6295.5,62955.0
299919,Consumer loans,18686.385,168255.0,151429.5,16825.5,168255.0
367706,Revolving loans,,0.0,0.0,,
158235,Consumer loans,6882.525,52262.1,60596.1,0.0,52262.1
279991,Cash loans,,0.0,0.0,,
136941,Consumer loans,2913.345,38070.0,43096.5,0.0,38070.0
443661,Consumer loans,11907.675,148108.5,125608.5,22500.0,148108.5
283238,Consumer loans,7326.9,62775.0,61159.5,6277.5,62775.0
212814,Consumer loans,19191.78,143955.0,94752.0,53955.0,143955.0
433700,Cash loans,19372.68,90000.0,103797.0,,90000.0
126297,Cash loans,16518.825,337500.0,376483.5,,337500.0
425659,Cash loans,13286.925,112500.0,144864.0,0.0,112500.0
279387,Cash loans,21701.295,225000.0,259951.5,,225000.0
323623,Cash loans,14871.24,229500.0,254340.0,,229500.0
304401,Cash loans,12564.0,225000.0,225000.0,,225000.0
349864,Cash loans,,0.0,0.0,,
371281,Consumer loans,11810.565,132993.0,132331.5,13302.0,132993.0
110564,Consumer loans,8812.935,41841.0,43911.0,0.0,41841.0
130106,Cash loans,,0.0,0.0,,
319517,Cash loans,,0.0,0.0,,
371832,Revolving loans,16875.0,337500.0,337500.0,,337500.0
359958,Consumer loans,6136.02,31455.0,30649.5,2250.0,31455.0
245825,Cash loans,51811.47,756000.0,807894.0,,756000.0
406007,Cash loans,34428.015,450000.0,491580.0,,450000.0
214181,Revolving loans,,0.0,0.0,,
147838,Cash loans,,0.0,0.0,,
193429,Consumer loans,4214.115,37102.5,37102.5,0.0,37102.5
269881,Cash loans,,0.0,0.0,,
103647,Cash loans,20750.58,450000.0,533160.0,,450000.0
415255,Cash loans,11386.17,90000.0,95940.0,,90000.0
370181,Consumer loans,4071.15,78745.5,78745.5,0.0,78745.5
136827,Cash loans,,0.0,0.0,,
265270,Cash loans,,0.0,0.0,,
329279,Cash loans,66752.235,2025000.0,2241513.0,,2025000.0
117942,Consumer loans,13469.58,96120.0,104049.0,0.0,96120.0
361062,Cash loans,10212.975,135000.0,152820.0,,135000.0
396010,Cash loans,16315.875,351000.0,415863.0,,351000.0
298612,Revolving loans,11250.0,225000.0,225000.0,,225000.0
302054,Cash loans,25512.165,675000.0,790830.0,,675000.0
284822,Cash loans,19063.53,220500.0,273901.5,,220500.0
435562,Revolving loans,9000.0,180000.0,135000.0,,180000.0
415481,Consumer loans,11023.335,134865.0,156226.5,0.0,134865.0
215838,Consumer loans,10066.185,117427.5,136030.5,0.0,117427.5
315400,Revolving loans,22500.0,0.0,450000.0,,
160797,Cash loans,17140.5,450000.0,450000.0,,450000.0
369602,Cash loans,22004.145,229500.0,284107.5,,229500.0
349107,Revolving loans,7875.0,157500.0,157500.0,,157500.0
179728,Cash loans,23960.655,540000.0,604152.0,,540000.0
226684,Consumer loans,13564.35,126049.5,124672.5,12609.0,126049.5
295584,Consumer loans,2720.43,22941.0,22689.0,2295.0,22941.0
369131,Cash loans,,0.0,0.0,,
212611,Cash loans,,0.0,0.0,,
293653,Cash loans,16405.29,135000.0,143910.0,0.0,135000.0
198188,Revolving loans,6750.0,135000.0,135000.0,,135000.0
113482,Cash loans,10079.46,90000.0,95940.0,,90000.0
231896,Consumer loans,20379.24,126859.5,114169.5,12690.0,126859.5
365292,Consumer loans,5667.255,26905.5,28237.5,0.0,26905.5
133688,Cash loans,63546.03,1215000.0,1320849.0,,1215000.0
441026,Cash loans,,0.0,0.0,,
158399,Consumer loans,2365.92,20205.0,19732.5,2250.0,20205.0
109458,Consumer loans,11296.53,100103.4,98640.0,10350.9,100103.4
169265,Cash loans,7942.41,67500.0,71955.0,,67500.0
407595,Cash loans,,0.0,0.0,,
100660,Cash loans,43164.9,675000.0,773010.0,,675000.0
207374,Consumer loans,14420.295,152995.5,152995.5,0.0,152995.5
321246,Consumer loans,10019.655,144000.0,168709.5,0.0,144000.0
324174,Cash loans,,0.0,0.0,,
199170,Cash loans,,0.0,0.0,,
154295,Consumer loans,11791.8,121401.0,106713.0,24300.0,121401.0
240401,Consumer loans,6691.68,34636.5,32818.5,3465.0,34636.5
102454,Consumer loans,2215.35,26055.0,18742.5,9000.0,26055.0
356215,Consumer loans,13009.41,71685.0,71685.0,0.0,71685.0
113358,Revolving loans,10125.0,0.0,202500.0,,
326419,Revolving loans,2250.0,45000.0,45000.0,,45000.0
437092,Consumer loans,4698.72,93645.0,104184.0,0.0,93645.0
192031,Consumer loans,17288.28,161032.5,155610.0,16105.5,161032.5
214071,Consumer loans,14685.165,159750.0,143775.0,15975.0,159750.0
385343,Consumer loans,14167.53,214110.0,214110.0,0.0,214110.0
129601,Revolving loans,22500.0,450000.0,450000.0,,450000.0
129627,Consumer loans,2776.545,59089.5,14832.0,45000.0,59089.5
362630,Cash loans,,0.0,0.0,,
277805,Consumer loans,3315.735,24255.0,27459.0,2430.0,24255.0
338242,Revolving loans,6750.0,135000.0,135000.0,0.0,135000.0
190606,Consumer loans,20280.735,212107.5,169686.0,42421.5,212107.5
224517,Consumer loans,6192.45,94455.0,94455.0,0.0,94455.0
251694,Consumer loans,5478.48,120964.5,120964.5,0.0,120964.5
375575,Cash loans,26574.255,225000.0,289732.5,,225000.0
245781,Cash loans,12054.87,229500.0,266760.0,,229500.0
371737,Consumer loans,6053.58,27000.0,30933.0,0.0,27000.0
315972,Cash loans,14871.24,229500.0,254340.0,,229500.0
233169,Cash loans,25278.525,256500.0,373666.5,,256500.0
398446,Consumer loans,4078.305,31410.0,36486.0,3150.0,31410.0
268036,Consumer loans,7126.83,46971.0,52249.5,4698.0,46971.0
190364,Consumer loans,15961.05,161986.5,148365.0,26986.5,161986.5
390903,Consumer loans,8918.955,60300.0,54684.0,9000.0,60300.0
267415,Cash loans,15233.625,450000.0,553950.0,,450000.0
281298,Cash loans,,0.0,0.0,,
123818,Consumer loans,8371.71,66285.0,52785.0,13500.0,66285.0
286912,Cash loans,38320.56,900000.0,991476.0,,900000.0
177419,Consumer loans,11924.28,56610.0,59413.5,0.0,56610.0
101078,Consumer loans,4544.055,28071.0,35622.0,0.0,28071.0
350929,Cash loans,21747.825,675000.0,790830.0,,675000.0
171552,Cash loans,,0.0,0.0,,
104482,Consumer loans,10568.16,57150.0,57150.0,0.0,57150.0
278206,Cash loans,34296.03,837000.0,1168452.0,,837000.0
115482,Revolving loans,3375.0,67500.0,67500.0,,67500.0
393277,Cash loans,13185.765,355500.0,430582.5,,355500.0
215240,Cash loans,,0.0,0.0,,
260134,Consumer loans,,34011.0,34011.0,0.0,34011.0
295885,Consumer loans,2110.95,18360.0,18198.0,1800.0,18360.0
347543,Consumer loans,5116.545,44325.0,43843.5,4432.5,44325.0
452545,Consumer loans,6074.775,53541.0,60277.5,0.0,53541.0
330895,Consumer loans,13262.445,49275.0,51007.5,0.0,49275.0
131289,Consumer loans,4427.64,39267.0,43933.5,0.0,39267.0
180166,Cash loans,,0.0,0.0,,
266130,Consumer loans,5059.395,41850.0,45994.5,0.0,41850.0
130800,Consumer loans,6738.3,40455.0,31167.0,10521.0,40455.0
148386,Consumer loans,3516.48,25825.5,28381.5,0.0,25825.5
389350,Consumer loans,4045.95,44955.0,35964.0,8991.0,44955.0
431211,Cash loans,52788.78,1125000.0,1255680.0,,1125000.0
334595,Revolving loans,11250.0,765000.0,225000.0,,765000.0
117566,Cash loans,28453.68,450000.0,539100.0,,450000.0
126991,Consumer loans,3518.955,27076.5,26379.0,2709.0,27076.5
