TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U
0,40234,,4,14,3,8,8.0,8.25,6.71,7.67,21,76,10,29,53,5,15,21,1,33,51.0,69900.0,38,0.0,0,0,0,0,0,1,0,0
0,40224,,2,3,1,1,25.0,17.5,13.33,10.0,18,40,13,31,32,6,14,13,0,28,45.0,111700.0,28,35446.0,0,0,0,0,0,0,1,0
0,40335,,4,5,3,3,6.25,6.25,7.0,6.25,19,32,14,28,27,6,12,10,0,30,,53300.0,23,35446.0,0,0,0,0,0,1,0,0
0,40232,,2,12,0,4,25.0,25.0,13.33,,18,68,13,35,56,6,6,23,1,33,79.0,69300.0,38,35446.0,0,0,0,0,1,0,1,0
1,40283,25.0,3,15,1,9,25.0,35.0,15.2,30.0,18,124,13,35,78,6,17,33,1,27,42.0,80100.0,37,36946.0,0,0,0,0,1,0,0,0
0,10812,,6,26,4,11,14.0,14.33,11.77,14.5,5,75,31,50,90,7,18,26,1,28,,84700.0,34,0.0,0,0,0,0,1,1,1,0
0,40276,,9,22,5,10,5.0,4.78,4.64,4.4,15,88,15,37,62,6,17,26,1,26,54.0,74700.0,41,36946.0,0,0,0,0,0,0,0,0
1,40520,10.0,2,13,1,7,10.0,11.0,9.54,10.0,18,105,13,33,69,6,15,25,1,13,86.0,96500.0,43,44404.0,0,0,0,0,1,0,0,0
0,40313,,2,7,0,2,35.0,30.0,15.86,,17,75,15,37,59,6,6,23,0,27,71.0,73600.0,25,0.0,0,0,0,0,0,1,0,0
1,40341,15.0,3,8,1,3,16.0,14.67,10.0,16.0,17,65,13,27,46,6,12,16,0,18,73.0,90200.0,28,43310.0,0,0,0,0,0,0,0,0
1,40338,21.0,3,5,2,3,15.0,15.33,12.4,15.5,26,41,10,32,35,5,16,15,1,18,28.0,90200.0,28,0.0,0,0,0,0,0,1,0,0
1,39659,20.0,6,12,5,8,15.0,14.0,12.33,13.8,19,53,13,33,47,6,17,19,1,21,43.0,89700.0,29,43310.0,0,0,0,0,1,1,1,0
1,50640,5.0,4,18,1,13,8.0,7.75,6.06,6.0,15,127,9,24,57,4,10,23,1,39,76.0,90800.0,24,43310.0,0,0,0,0,1,0,1,0
0,39695,,2,15,1,6,25.0,22.5,11.13,25.0,17,80,15,37,67,6,17,27,1,17,60.0,87400.0,25,0.0,0,0,0,0,0,1,1,0
0,185153,,2,4,2,2,25.0,260.0,138.75,260.0,5,29,39,53,52,6,13,11,0,0,,80200.0,0,0.0,0,0,0,0,0,1,0,0
1,187639,10.0,3,6,2,5,10.0,10.0,8.33,10.0,21,43,6,14,18,2,6,8,0,23,,132700.0,30,0.0,1,0,0,0,0,1,1,0
0,40396,,4,20,1,10,6.0,6.5,5.2,6.0,21,128,10,31,71,5,15,31,1,40,72.0,107100.0,37,64434.0,0,0,0,0,0,0,1,0
1,40379,6.0,4,8,3,7,10.0,6.25,5.38,6.67,16,53,14,33,44,6,14,17,1,35,36.0,235700.0,21,64434.0,0,0,0,0,1,0,1,0
0,40383,,3,8,0,2,7.0,8.0,6.38,,15,74,12,31,45,6,6,17,0,29,84.0,72400.0,53,64434.0,0,0,0,0,0,0,0,0
1,40407,10.0,2,11,1,5,17.0,17.0,11.55,17.0,19,113,15,30,65,6,13,25,0,31,74.0,178500.0,0,69558.0,0,0,0,0,0,0,1,0
1,40421,5.0,8,26,6,12,24.0,7.38,6.27,5.0,18,68,14,34,59,6,17,22,1,24,58.0,127000.0,41,69558.0,0,0,0,0,1,0,1,0
1,40516,21.0,2,6,0,2,15.0,15.0,12.33,,15,70,12,32,53,5,5,20,0,23,82.0,193800.0,44,79524.0,0,0,0,0,0,1,0,0
0,40501,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,13,67.0,325000.0,56,79524.0,0,1,0,0,0,0,1,0
1,40566,17.0,6,7,1,1,15.0,12.17,10.86,17.0,18,38,14,34,35,6,15,13,1,17,56.0,153000.0,7,76025.0,0,0,0,0,1,1,0,0
0,40565,,4,6,1,2,15.0,9.25,7.5,6.0,20,40,12,31,35,6,16,15,0,11,49.0,179300.0,31,76025.0,0,0,0,0,0,0,1,0
0,8639,,0,11,0,4,25.0,0.0,17.18,,14,67,36,36,83,5,5,20,1,31,73.0,84200.0,0,0.0,0,0,0,0,0,0,1,0
1,40637,20.0,6,20,4,11,24.0,19.0,12.5,19.75,22,124,13,35,65,6,17,30,1,31,65.0,84200.0,0,0.0,0,0,0,0,1,0,0,0
0,40664,,2,11,0,7,21.0,19.0,11.75,,25,118,11,32,70,6,6,32,1,24,79.0,83800.0,44,55882.0,0,0,0,0,0,0,0,0
0,40659,,1,7,0,4,6.0,15.0,11.29,,16,79,13,32,53,6,6,21,1,27,78.0,67200.0,33,55882.0,0,0,0,0,0,0,1,0
1,2085,20.0,6,13,4,8,20.0,19.67,19.31,20.75,7,64,27,49,85,11,22,31,1,27,52.0,85200.0,41,55882.0,0,0,0,0,0,0,1,0
1,40655,20.0,1,9,0,5,20.0,20.0,11.0,,18,69,13,32,51,6,6,20,1,26,61.0,81000.0,50,55882.0,0,0,0,0,0,0,1,0
1,35581,15.0,2,7,1,4,15.0,13.0,10.43,11.0,20,87,14,31,42,4,11,15,0,12,68.0,90600.0,35,0.0,0,0,0,0,0,1,1,0
0,80946,,2,5,1,3,55.0,52.5,39.0,50.0,18,76,8,25,41,4,13,18,0,36,,65100.0,38,33583.0,0,0,0,0,0,1,0,0
0,40757,,4,4,3,3,15.0,12.5,12.5,11.67,17,24,13,23,23,6,11,9,1,24,85.0,83500.0,37,0.0,0,0,0,1,0,1,1,0
0,40804,,4,7,2,3,5.0,7.5,6.14,7.5,18,41,13,31,35,6,14,14,1,37,72.0,78800.0,45,33581.0,0,0,0,0,0,1,1,0
0,40820,,6,19,6,12,15.0,8.0,7.63,8.0,18,93,14,32,65,6,17,25,1,41,70.0,53500.0,52,33581.0,0,0,0,0,1,0,0,0
0,40845,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,40,,88300.0,34,64275.0,0,1,0,0,0,0,0,0
0,13424,,7,25,4,10,10.0,10.57,9.08,10.5,18,74,28,49,80,6,17,25,1,12,,96100.0,29,0.0,0,0,0,0,1,1,0,0
1,16871,20.0,2,12,1,4,20.0,20.0,14.75,20.0,23,69,12,33,59,6,16,22,1,34,75.0,148800.0,20,79249.0,0,0,0,0,1,1,1,0
0,40891,,4,6,2,3,50.0,50.0,50.0,50.0,25,57,13,35,51,6,17,21,0,36,77.0,93300.0,39,79249.0,0,0,0,0,0,0,0,0
1,40919,10.0,6,12,3,6,11.0,9.67,7.17,11.0,16,115,11,25,43,5,11,15,1,28,79.0,77200.0,60,44789.0,0,0,0,0,0,1,0,1
1,40968,17.0,3,6,2,5,20.0,16.67,13.67,17.5,17,51,13,34,45,6,16,18,1,40,,96100.0,36,0.0,0,0,0,0,0,1,0,0
1,40956,25.0,1,1,0,0,15.0,15.0,15.0,,15,15,7,9,9,2,2,3,0,37,73.0,87600.0,41,52299.0,1,0,0,0,0,1,0,0
1,11115,10.0,2,8,2,4,20.0,15.0,13.75,15.0,6,81,27,42,76,6,13,20,0,40,47.0,95400.0,37,52299.0,0,0,0,0,0,0,1,0
0,40977,,1,9,0,5,25.0,25.0,11.44,,18,122,13,29,62,6,6,27,1,36,59.0,70000.0,34,52299.0,0,0,0,0,0,0,0,0
0,41000,,3,5,2,4,30.0,20.33,18.2,15.5,26,41,13,35,38,5,16,15,0,29,,90700.0,59,0.0,0,0,0,0,0,1,0,0
0,39070,,1,3,0,1,25.0,25.0,21.67,,18,52,13,27,37,6,6,16,0,33,56.0,92400.0,30,48226.0,0,0,0,0,0,0,1,0
1,41434,5.0,3,17,2,7,5.0,9.67,6.59,8.5,17,130,12,31,72,6,15,29,1,10,50.0,78200.0,38,48226.0,0,0,0,0,0,0,1,0
0,41068,,2,4,1,1,13.0,14.0,11.0,13.0,17,39,13,32,32,6,14,13,0,24,,136500.0,37,0.0,0,0,0,0,0,1,1,0
1,40351,30.0,1,5,0,3,30.0,30.0,28.0,,17,93,15,28,56,6,6,21,0,18,,107400.0,38,0.0,0,0,0,0,0,1,0,1
1,41091,10.0,3,14,1,10,10.0,9.0,7.21,10.0,18,120,15,34,68,6,14,28,1,29,71.0,66100.0,46,66256.0,0,0,0,0,1,0,0,0
1,41089,5.0,3,24,0,10,11.0,9.67,7.08,,19,110,10,25,64,4,4,24,1,28,75.0,88300.0,33,66256.0,0,0,0,0,1,1,0,0
0,41078,,1,3,0,1,15.0,15.0,10.33,,18,52,10,24,32,4,4,11,0,24,53.0,89100.0,30,66256.0,0,0,0,0,0,0,0,0
0,41094,,3,18,1,10,10.0,7.33,11.78,10.0,16,123,14,33,80,5,13,31,1,30,,83200.0,27,66256.0,0,0,0,0,1,0,1,0
1,41222,20.0,2,9,1,6,20.0,20.0,11.44,20.0,18,125,13,35,63,6,17,29,0,21,32.0,95600.0,30,0.0,0,0,0,0,0,1,1,0
1,41187,15.0,2,2,2,2,15.0,15.0,15.0,15.0,21,28,11,22,23,4,10,9,0,10,,51400.0,15,0.0,0,0,0,0,0,1,1,0
0,43706,,5,5,2,2,10.0,7.6,7.6,6.5,16,29,13,26,24,6,12,10,0,20,,50800.0,55,32547.0,0,0,0,0,0,0,1,0
0,41221,,1,8,1,4,15.0,15.0,8.38,15.0,17,113,7,15,31,2,6,12,1,10,76.0,54500.0,35,56069.0,0,0,0,0,0,0,1,0
1,41243,12.0,2,11,0,6,12.0,11.0,9.82,,20,102,13,33,64,6,6,26,1,16,75.0,55600.0,45,0.0,0,0,0,0,0,1,0,0
1,33003,8.0,7,8,3,4,10.0,7.71,7.38,8.0,16,45,16,33,38,6,14,14,0,24,45.0,83100.0,28,51939.0,0,0,0,0,0,1,0,0
0,44604,,4,15,3,7,2.0,6.75,4.87,7.33,16,77,7,24,44,4,13,19,1,31,,57100.0,47,0.0,0,0,0,0,0,1,0,1
1,41288,9.0,9,11,6,7,6.0,5.11,5.0,4.83,17,41,7,23,27,4,14,13,1,8,84.0,46600.0,25,33286.0,0,0,0,0,1,0,1,0
1,41312,23.0,1,11,0,6,17.0,17.0,11.09,,18,123,15,34,71,6,6,31,1,9,67.0,57700.0,30,33286.0,0,0,0,0,0,0,0,0
0,41295,,2,6,2,3,3.0,9.0,4.83,9.0,18,52,11,27,34,5,11,13,0,8,59.0,73000.0,42,33286.0,0,0,0,0,0,1,0,0
0,41332,,1,7,1,6,20.0,20.0,15.71,20.0,21,104,12,31,66,6,15,25,1,25,,55000.0,14,0.0,0,0,0,0,0,1,0,0
1,41325,12.0,5,6,1,2,7.0,6.2,5.67,7.0,18,41,12,27,25,6,12,11,0,16,34.0,80300.0,34,0.0,0,0,0,0,0,1,0,0
0,41022,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,0,25,71.0,55000.0,14,34909.0,0,1,0,0,0,1,1,0
1,41384,12.0,5,14,3,6,13.0,12.0,9.43,12.67,19,77,13,34,59,6,16,23,1,21,46.0,55600.0,35,48602.0,0,0,0,0,1,0,0,0
0,41376,,4,4,2,2,14.0,12.25,12.25,12.0,17,32,13,29,28,6,13,11,0,16,56.0,59700.0,37,0.0,0,0,0,0,0,1,0,0
0,41396,,2,6,1,3,18.0,17.0,14.5,16.0,21,81,12,32,55,6,16,23,0,21,62.0,60700.0,37,37692.0,0,0,0,0,0,0,0,0
1,41448,15.0,5,7,2,3,12.0,11.4,9.86,11.0,17,44,15,33,37,6,15,15,1,3,55.0,150300.0,31,0.0,0,0,0,0,0,1,0,0
1,41445,35.0,1,2,0,0,20.0,20.0,17.5,,26,35,9,25,24,4,4,10,0,12,45.0,100700.0,26,61534.0,0,0,0,0,0,0,1,0
0,41463,,1,1,0,0,20.0,20.0,20.0,,20,20,10,17,14,4,4,6,0,21,43.0,32500.0,19,35460.0,0,1,0,0,0,0,0,0
1,41482,5.0,7,17,4,11,5.0,5.0,3.41,5.0,18,125,11,30,60,6,16,28,1,30,72.0,51300.0,34,35460.0,0,0,0,0,0,0,0,0
1,41545,5.0,4,19,2,9,5.0,6.5,5.79,7.0,15,105,13,29,64,5,12,25,1,18,,65800.0,25,0.0,0,0,0,0,1,1,1,0
0,41512,,2,8,2,4,20.0,20.0,17.63,20.0,19,52,14,36,50,6,17,19,0,12,34.0,90600.0,25,61471.0,0,0,0,0,0,0,0,0
1,41537,50.0,6,7,3,3,15.0,15.83,14.29,16.67,17,44,13,31,37,6,15,15,1,18,36.0,74200.0,35,0.0,0,0,0,0,0,1,0,0
1,190626,10.0,2,14,2,11,10.0,14.0,8.79,14.0,22,130,12,31,73,6,16,31,1,30,68.0,76800.0,44,59625.0,0,0,0,0,1,1,1,0
1,41569,18.0,3,6,1,2,18.0,14.33,10.0,16.0,17,53,15,36,45,6,16,18,0,3,72.0,107900.0,11,82495.0,0,0,0,0,0,0,0,0
0,11048,,5,12,4,7,10.0,10.0,7.92,10.0,17,65,19,35,68,6,15,19,0,7,73.0,76900.0,31,82495.0,0,0,0,0,0,0,0,0
1,41604,10.0,3,13,2,8,12.0,10.67,8.31,11.0,17,81,8,20,41,4,10,15,1,12,73.0,91900.0,37,55485.0,0,0,0,0,1,0,0,0
0,41614,,3,6,2,5,20.0,18.67,16.17,19.0,21,112,13,29,54,6,14,22,0,17,36.0,60900.0,29,43639.0,0,0,0,0,0,0,1,0
0,41347,,2,4,1,1,15.0,20.0,20.0,25.0,18,35,14,32,32,6,15,13,0,17,,60900.0,29,0.0,0,0,0,0,0,1,0,1
1,40786,5.0,3,16,1,9,5.0,5.67,11.38,5.0,18,91,13,31,59,5,13,22,1,37,72.0,116300.0,42,0.0,0,0,0,0,1,0,1,0
0,13004,,4,25,2,12,10.0,10.0,9.48,10.0,16,105,25,41,88,5,14,30,1,10,27.0,33100.0,30,36433.0,0,0,0,0,0,1,0,0
0,41661,,2,2,0,0,15.0,10.0,10.0,,15,20,12,19,16,5,5,7,0,16,,57600.0,39,0.0,0,0,0,1,0,1,0,0
1,41666,5.0,5,5,4,4,11.0,11.4,11.4,11.25,22,32,12,31,30,6,15,13,0,13,52.0,149500.0,40,45345.0,0,0,0,0,0,0,0,0
0,41699,,4,17,2,12,10.0,13.0,12.06,16.0,18,127,14,35,79,6,16,32,1,20,7.0,61300.0,47,45345.0,0,0,0,0,1,1,1,0
1,57017,20.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,10,17,15,3,6,5,0,36,,48400.0,41,0.0,0,0,0,1,0,1,0,0
1,41715,3.0,7,10,2,4,5.0,3.57,3.3,3.0,18,45,12,31,35,6,15,15,1,9,,69600.0,34,0.0,0,0,0,0,0,1,0,1
1,11011,20.0,4,18,4,8,15.0,15.0,12.61,15.0,5,75,30,52,90,7,18,25,1,21,71.0,55900.0,36,53090.0,0,0,0,0,0,0,1,0
0,41731,,4,4,2,2,10.0,10.0,10.0,10.0,18,24,13,23,22,6,11,9,0,5,65.0,59800.0,37,60060.0,0,0,0,1,0,0,0,0
0,41922,,2,2,1,1,60.0,55.0,55.0,60.0,16,20,14,21,20,6,9,7,0,5,,59800.0,37,0.0,0,0,0,1,0,1,0,1
1,41936,13.0,5,9,3,5,15.0,13.2,14.44,13.33,18,79,10,25,37,4,11,13,1,5,,110300.0,47,0.0,0,0,0,0,0,1,0,1
0,41981,,4,17,3,8,10.0,13.0,8.76,13.33,18,123,14,36,79,6,17,33,1,23,36.0,109400.0,31,35178.0,0,0,0,0,0,1,0,0
1,41785,17.0,5,10,3,7,20.0,14.8,11.2,13.0,16,56,15,33,46,5,15,20,1,23,69.0,97200.0,38,62369.0,0,0,0,0,1,0,0,0
0,41834,,3,35,3,21,10.0,10.0,6.74,10.0,26,129,9,30,80,4,14,32,1,29,7.0,59300.0,43,0.0,0,0,0,0,0,1,1,0
0,41839,,6,22,4,12,10.0,6.83,6.36,6.25,18,126,9,26,68,4,13,28,1,10,87.0,59300.0,54,40993.0,0,0,0,0,1,0,0,0
1,41819,15.0,2,2,0,0,15.0,10.0,10.0,,20,32,10,22,23,4,4,7,0,10,49.0,46700.0,36,40993.0,0,0,0,0,0,0,1,0
1,45390,20.0,2,11,0,3,15.0,15.5,12.27,,26,85,10,31,63,5,5,24,1,20,7.0,98900.0,32,0.0,0,0,0,0,1,1,0,0
0,186,,12,76,4,23,11.0,10.83,8.82,11.0,15,125,28,50,131,10,21,46,1,0,,91000.0,0,0.0,0,0,0,0,1,1,0,0
1,41905,15.0,3,20,2,10,6.0,6.67,6.6,6.0,18,111,13,32,73,6,15,28,1,10,,46900.0,45,0.0,0,0,0,0,1,1,0,0
1,14638,60.0,2,5,0,0,50.0,50.0,33.0,,25,56,15,32,60,6,6,18,1,29,,112800.0,49,0.0,0,0,0,0,0,1,1,0
1,41899,10.0,5,13,3,7,10.0,10.0,7.85,10.0,24,88,11,32,57,6,17,24,1,8,,61800.0,42,0.0,0,0,0,0,0,1,1,0
0,41921,,2,2,1,1,25.0,25.0,25.0,25.0,17,20,13,19,18,6,9,7,0,5,69.0,60800.0,29,47060.0,0,0,0,1,0,0,0,0
1,41920,15.0,1,1,0,0,15.0,15.0,15.0,,20,20,10,16,15,4,4,5,0,10,55.0,46700.0,36,47060.0,0,1,0,0,0,0,1,0
0,41986,,1,1,1,1,50.0,50.0,50.0,50.0,16,16,12,17,14,5,7,6,0,8,37.0,53800.0,39,39703.0,0,1,0,0,0,0,0,0
0,42021,,2,2,0,0,20.0,12.5,12.5,,20,31,11,22,22,4,4,7,0,10,39.0,42900.0,35,32350.0,0,0,0,0,0,0,1,0
0,3214,,3,13,1,5,25.0,16.67,16.38,25.0,4,81,30,52,82,7,18,28,1,12,7.0,0.0,41,0.0,0,0,0,0,0,0,1,0
1,186731,15.0,1,16,1,14,15.0,15.0,11.13,15.0,18,112,9,17,45,2,6,20,1,0,63.0,51200.0,28,0.0,1,0,0,0,0,1,0,0
0,42055,,1,5,0,4,20.0,20.0,15.2,,26,88,9,25,50,4,4,18,1,7,,69000.0,0,0.0,0,0,0,0,0,1,0,0
1,45008,10.0,3,10,1,5,20.0,18.33,10.9,15.0,16,65,13,35,54,6,17,21,1,8,51.0,65100.0,43,40114.0,0,0,0,0,0,0,0,0
0,45065,,3,4,3,4,25.0,19.0,15.5,19.0,16,41,13,33,35,6,16,15,1,29,,60100.0,40,45905.0,0,0,0,0,0,1,0,0
0,45047,,2,13,1,4,15.0,15.0,14.31,15.0,19,86,13,33,66,6,15,24,1,10,65.0,58400.0,37,45905.0,0,0,0,0,1,1,0,0
1,1292,15.0,3,5,2,2,7.0,9.0,7.6,10.0,18,57,15,31,40,6,14,15,1,29,47.0,69200.0,44,53046.0,0,0,0,0,0,0,1,0
1,45116,5.0,6,23,3,15,5.0,5.0,4.91,5.0,15,130,7,27,73,4,14,31,1,13,84.0,164200.0,43,53046.0,0,0,0,0,1,1,1,0
1,45101,3.0,7,8,6,7,3.0,4.29,4.13,4.0,4,33,13,27,29,7,15,13,1,22,,117300.0,39,53046.0,0,0,0,0,1,0,0,0
1,8330,5.0,1,11,0,5,5.0,5.0,5.73,,5,92,24,41,70,4,4,17,0,29,72.0,74200.0,49,43877.0,0,0,0,0,0,0,0,0
1,45134,12.0,4,12,3,8,12.0,14.25,12.67,15.0,18,110,8,25,52,4,13,22,1,28,83.0,73600.0,43,43877.0,0,0,0,0,1,1,1,0
0,41575,,4,11,1,5,10.0,10.0,10.0,10.0,17,105,14,33,64,6,15,26,1,2,86.0,73800.0,37,0.0,0,0,0,0,0,1,0,1
1,2194,4.0,7,15,6,10,4.0,4.43,4.07,4.5,12,63,21,40,59,9,19,25,1,0,37.0,100600.0,0,50524.0,0,0,0,0,1,0,1,0
1,45158,10.0,6,14,4,9,10.0,9.67,8.5,9.5,19,89,13,35,62,6,17,25,1,28,63.0,91700.0,38,50524.0,0,0,0,0,1,0,0,0
0,45313,,3,6,2,3,15.0,13.67,11.0,15.0,20,93,12,29,50,6,13,20,0,16,73.0,67500.0,33,0.0,0,0,0,0,0,1,0,1
0,45305,,3,5,2,3,53.0,49.67,44.8,51.5,22,41,13,35,37,6,17,16,0,8,75.0,71200.0,41,0.0,0,0,0,0,0,1,1,0
1,14388,10.0,8,30,6,17,4.0,4.75,6.27,4.83,20,143,11,30,83,5,15,29,1,16,35.0,86500.0,37,0.0,0,0,0,0,1,1,1,0
0,45327,,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,0,16,,86500.0,37,0.0,0,1,0,0,0,1,1,0
1,187748,7.0,5,8,4,5,6.0,9.8,8.38,9.5,16,52,7,15,23,2,6,9,1,0,,86500.0,0,0.0,1,0,0,0,0,1,0,1
1,15017,18.0,4,21,2,12,12.0,11.0,8.76,11.0,17,75,5,13,30,2,6,13,1,0,,76200.0,26,46993.0,1,0,0,0,0,1,0,0
1,45356,8.0,6,23,3,10,8.0,8.0,6.61,8.0,18,104,12,33,72,5,15,28,1,7,77.0,76200.0,41,46993.0,0,0,0,0,1,0,1,0
1,45351,25.0,2,4,1,2,20.0,24.5,26.0,20.0,20,52,13,34,45,6,17,20,0,28,68.0,96900.0,45,0.0,0,0,0,0,0,1,0,0
0,12955,,4,15,2,7,11.0,10.75,8.67,11.5,17,86,20,40,71,6,16,23,1,29,70.0,88000.0,49,0.0,0,0,0,0,1,1,1,0
1,45367,30.0,1,1,1,1,25.0,25.0,25.0,25.0,23,23,10,20,19,4,8,7,0,2,32.0,117200.0,38,0.0,0,0,0,1,0,1,1,0
0,45385,,7,12,3,6,7.0,5.86,4.83,4.33,17,57,13,35,46,6,17,19,1,16,,66000.0,34,0.0,0,0,0,0,0,1,0,0
1,45551,15.0,2,2,2,2,15.0,12.5,12.5,12.5,16,31,11,25,22,4,10,9,0,21,,0.0,0,0.0,0,0,0,0,0,1,0,1
1,45201,11.0,3,3,1,1,11.0,7.67,7.67,5.0,15,23,11,18,16,5,8,7,0,4,,81700.0,28,0.0,0,0,0,1,0,1,1,0
1,42068,10.0,7,8,5,6,10.0,9.21,8.69,7.9,15,41,13,34,36,6,16,15,1,37,79.0,64500.0,45,35761.0,0,0,0,0,0,0,0,0
1,42096,20.0,1,1,0,0,20.0,20.0,20.0,,20,20,10,17,15,4,4,6,0,30,,35500.0,43,44656.0,0,1,0,0,0,1,0,0
1,42176,10.0,5,20,2,9,5.0,6.0,6.1,5.0,16,121,7,20,53,4,11,22,1,26,83.0,75900.0,40,49133.0,0,0,0,0,1,0,0,0
1,42165,10.0,3,6,0,1,19.0,18.0,16.5,,18,65,13,34,53,6,6,20,0,40,,73400.0,39,0.0,0,0,0,0,0,1,1,0
0,42206,,1,8,1,4,15.0,15.0,9.38,15.0,17,77,13,32,52,6,15,20,0,40,38.0,81000.0,36,63299.0,0,0,0,0,0,0,0,0
1,42291,15.0,2,19,1,9,15.0,12.5,10.53,10.0,19,130,13,35,76,6,17,32,1,48,,56800.0,48,0.0,0,0,0,0,0,1,1,0
1,42279,5.0,6,10,4,5,5.0,6.33,5.6,6.25,18,53,12,30,37,6,16,16,1,41,64.0,40000.0,38,34341.0,0,0,0,0,1,0,0,0
0,42336,,4,15,2,9,6.0,6.25,5.22,6.0,17,114,11,31,64,5,14,28,1,36,48.0,63500.0,37,0.0,0,0,0,0,1,1,0,0
1,188778,20.0,3,8,0,5,20.0,16.67,13.25,,5,113,14,34,60,6,6,25,0,0,41.0,63500.0,0,0.0,0,0,0,0,0,1,0,1
0,42342,,4,19,2,14,0.0,7.0,5.84,8.0,14,124,14,31,71,5,12,27,1,37,,46900.0,34,33065.0,0,0,0,0,1,0,0,0
1,190562,10.0,4,16,3,9,10.0,9.25,5.94,10.0,15,105,6,22,55,3,11,23,1,0,79.0,69500.0,17,34943.0,0,0,0,0,0,1,0,0
1,42419,23.0,2,14,0,7,23.0,22.0,9.29,,18,130,13,35,75,6,6,32,1,53,82.0,51700.0,68,35314.0,0,0,0,0,0,0,1,0
0,42399,,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,0,42,63.0,93800.0,38,35314.0,0,1,0,0,0,1,0,0
0,42444,,9,27,4,11,6.0,6.22,5.48,5.5,18,68,13,35,59,6,17,23,1,49,69.0,64800.0,24,36042.0,0,0,0,0,1,0,1,0
0,42462,,6,16,5,11,6.0,11.67,9.69,11.6,15,114,14,33,65,6,17,29,1,43,46.0,69600.0,42,36042.0,0,0,0,0,1,0,1,0
0,1264,,1,2,1,1,15.0,15.0,10.0,15.0,23,56,8,19,24,3,8,9,0,28,71.0,68900.0,41,36042.0,0,0,0,1,0,0,1,0
0,42344,,2,4,0,1,16.0,13.0,10.5,,20,42,12,32,33,6,6,14,0,30,37.0,60800.0,32,36042.0,0,0,0,0,0,0,0,0
0,42443,,1,9,0,3,25.0,25.0,18.89,,18,67,13,33,56,6,6,21,1,43,,75000.0,26,36042.0,0,0,0,0,1,1,0,0
0,42478,,1,3,0,0,15.0,15.0,12.33,,18,52,11,22,31,4,4,11,0,40,73.0,42400.0,42,44003.0,0,0,0,0,0,0,0,0
1,42501,15.0,3,5,1,2,15.0,9.67,9.8,11.0,18,40,12,32,35,6,15,14,1,53,77.0,33500.0,21,32263.0,0,0,0,0,0,0,0,0
1,42509,12.0,2,12,0,7,10.0,10.0,10.33,,18,89,14,33,61,5,5,22,1,33,75.0,69800.0,52,32263.0,0,0,0,0,0,0,1,0
1,42499,10.0,4,6,4,4,5.0,7.5,6.67,7.5,18,33,12,28,28,6,15,13,1,48,68.0,68000.0,40,32263.0,0,0,0,0,1,0,1,0
0,8436,,1,19,1,4,15.0,15.0,13.26,15.0,17,198,16,30,61,8,15,19,0,37,84.0,60300.0,52,40839.0,0,0,0,0,0,0,0,0
1,42543,20.0,4,4,2,2,14.0,8.75,8.75,8.0,18,27,16,29,27,6,12,10,1,46,,41900.0,16,34330.0,0,0,0,0,0,1,1,0
1,42548,11.0,2,13,0,9,11.0,11.0,8.77,,18,126,14,33,68,5,5,28,1,41,73.0,39800.0,24,17589.0,0,0,0,0,0,0,0,0
0,42574,,1,10,1,6,15.0,15.0,11.3,15.0,20,101,11,26,63,4,10,26,1,22,68.0,81900.0,51,39664.0,0,0,0,0,0,0,0,0
0,188283,,3,19,1,11,10.0,8.33,7.53,5.0,6,131,22,42,83,7,16,33,1,27,79.0,101000.0,34,39664.0,0,0,0,0,0,0,0,0
0,11543,,3,13,3,5,20.0,16.33,13.46,16.33,17,56,23,43,71,6,17,21,1,28,59.0,58600.0,43,36879.0,0,0,0,0,0,0,0,0
1,42589,15.0,2,4,2,3,15.0,12.5,9.75,12.5,17,53,14,33,41,6,14,15,0,28,69.0,82200.0,44,36879.0,0,0,0,0,0,0,0,0
1,33190,11.0,4,25,2,13,12.0,10.75,7.16,11.0,21,102,14,33,71,6,15,27,1,24,44.0,101000.0,40,0.0,0,0,0,0,1,1,0,0
0,42618,,3,13,1,7,15.0,11.0,7.0,15.0,21,122,13,34,67,6,16,27,1,28,77.0,78700.0,44,55303.0,0,0,0,0,0,0,0,0
0,4300,,5,61,3,17,15.0,15.4,10.64,16.0,15,123,38,56,122,6,14,26,1,0,68.0,71200.0,0,38464.0,0,0,0,0,0,1,1,0
