TARGET_B,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U,DemMedIncome_Missing,DemCluster10,DemCluster44,DemCluster30,DemCluster41,DemCluster32,DemCluster47,DemCluster40,DemCluster49,DemCluster13
1,1.62924053973028,2.778819271990417,1.1314021114911006,1.8082887711792652,2.312535423847214,1.8082887711792652,1.5539252025038417,1.62924053973028,2.8390784635086144,4.804840381116659,13,35,63,6,17,27,1,58.0,94500.0,47,35641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,2.9496883350525844,1.1314021114911006,2.714694743820879,1.62924053973028,1.62924053973028,1.383791230901772,1.62924053973028,2.778819271990417,4.844974178195408,12,30,69,5,13,28,1,75.0,66600.0,42,41687.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.4069451083182885,0.0953101798043249,1.1314021114911006,2.312535423847214,2.151762203259462,1.9473377010464987,2.2082744135228043,2.714694743820879,3.990834185852436,7,23,32,4,13,15,1,72.0,56500.0,48,41687.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.312535423847214,0.0953101798043249,1.410986973710262,1.8082887711792652,2.6925980965432883,2.272125885509337,2.5726122302071057,2.714694743820879,3.9531649487593215,18,34,37,7,15,16,0,60.0,72600.0,56,53513.457361167966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1.410986973710262,1.8082887711792652,0.0953101798043249,0.7419373447293773,2.714694743820879,2.6100697927420065,2.4069451083182885,2.312535423847214,2.8390784635086144,4.160444363926624,12,33,50,5,15,18,0,74.0,60600.0,52,39772.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,0.7419373447293773,0.0953101798043249,0.0953101798043249,2.714694743820879,2.714694743820879,2.533696813957432,2.714694743820879,2.778819271990417,3.691376334312523,10,25,26,4,10,10,0,51.0,63100.0,61,39772.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.8082887711792652,2.9496883350525844,1.1314021114911006,1.9600947840472696,2.312535423847214,2.312535423847214,2.264883225810034,2.312535423847214,2.9496883350525844,4.779963476361254,13,35,69,6,17,31,1,59.0,57400.0,45,34010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,2.6461747973841225,0.0953101798043249,1.410986973710262,2.778819271990417,2.714694743820879,2.360854001118021,2.714694743820879,2.89591193827178,4.206184043977636,13,34,57,6,17,23,1,47.0,62700.0,45,34010.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,3.095577608523707,0.0953101798043249,2.4932054526026954,2.312535423847214,2.312535423847214,1.366091653802371,2.312535423847214,3.095577608523707,4.625952725170619,12,22,54,6,10,24,1,73.0,45300.0,62,53513.457361167966,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.62924053973028,1.62924053973028,0.7419373447293773,0.7419373447293773,2.312535423847214,2.3513752571634776,2.3513752571634776,2.312535423847214,2.89591193827178,3.4688560301359703,12,28,26,6,14,12,0,52.0,56500.0,47,31388.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.8082887711792652,0.7419373447293773,1.410986973710262,2.714694743820879,2.312535423847214,1.780024213009634,2.312535423847214,3.1822118404966093,4.220977213155467,6,15,26,4,9,12,0,63.5,81300.0,47,53513.457361167966,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,2.778819271990417,1.410986973710262,1.9600947840472696,2.091864061678393,2.2082744135228043,2.039920783517553,2.091864061678393,2.778819271990417,4.489759334476764,15,36,64,6,16,24,1,52.0,68600.0,49,30640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.62924053973028,2.6461747973841225,0.7419373447293773,1.9600947840472696,2.4932054526026954,2.4932054526026954,2.239645293220172,2.4069451083182885,2.89591193827178,4.478472532942134,14,35,61,6,17,25,1,58.0,58400.0,48,30640.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.1314021114911006,0.0953101798043249,0.0953101798043249,2.714694743820879,2.131796772013764,2.131796772013764,1.62924053973028,2.714694743820879,3.370738174177447,11,22,21,4,9,8,0,54.5,65900.0,36,37418.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.410986973710262,0.7419373447293773,1.1314021114911006,3.0007198150650303,2.376764491168297,2.2353763433005955,2.533696813957432,2.778819271990417,3.716008121502189,6,14,17,2,6,7,0,55.0,66700.0,43,53513.457361167966,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.2082744135228043,0.7419373447293773,1.410986973710262,2.778819271990417,2.4069451083182885,2.2793164660546914,2.091864061678393,2.778819271990417,3.8088822465086327,26,45,57,7,17,20,1,49.0,65600.0,52,53513.457361167966,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2.091864061678393,3.3357695763397,1.8082887711792652,2.8390784635086144,1.1314021114911006,1.4996230464268936,1.2412685890696329,1.3270750014599193,2.714694743820879,4.86830338551846,13,34,69,6,17,31,1,78.0,42700.0,57,36654.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,2.714694743820879,2.312535423847214,2.312535423847214,1.62924053973028,2.89591193827178,3.1822118404966093,12,23,20,6,11,9,0,54.5,68700.0,49,37451.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1.410986973710262,1.9600947840472696,1.1314021114911006,1.410986973710262,2.312535423847214,2.312535423847214,2.0001277349601105,2.312535423847214,2.8390784635086144,4.478472532942134,13,24,46,6,11,16,1,60.0,71000.0,34,53722.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,2.714694743820879,1.62924053973028,2.091864061678393,1.62924053973028,1.444563269243866,1.410986973710262,1.4586150226995167,2.8390784635086144,4.395682961121367,13,26,52,6,13,19,1,55.0,58300.0,32,37323.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.6461747973841225,1.1314021114911006,1.9600947840472696,1.62924053973028,2.3841650799864684,2.167910189667444,2.376764491168297,1.62924053973028,4.206184043977636,17,35,56,8,17,23,1,47.5,57700.0,43,35075.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,0.0953101798043249,2.778819271990417,-2.302585092994045,2.312535423847214,2.312535423847214,2.312535423847214,1.986503546020567,2.66374994220563,2.8390784635086144,4.701389043728634,12,25,52,5,5,23,1,71.0,64600.0,55,39302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.62924053973028,0.0953101798043249,0.7419373447293773,2.4932054526026954,2.4362414778067194,2.2925347571405443,2.4932054526026954,2.89591193827178,3.716008121502189,11,31,34,5,14,14,0,71.0,67700.0,63,39302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.4932054526026954,0.7419373447293773,2.091864061678393,2.312535423847214,2.312535423847214,2.2353763433005955,2.312535423847214,2.89591193827178,4.673762977453703,13,34,72,6,16,31,1,27.0,63100.0,61,37183.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.8082887711792652,0.0953101798043249,0.7419373447293773,2.714694743820879,2.6224923127405635,2.50715725872282,2.5726122302071057,2.89591193827178,3.990834185852436,6,14,21,2,6,10,1,60.0,63100.0,61,53513.457361167966,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,1.1314021114911006,0.0953101798043249,0.0953101798043249,2.312535423847214,2.028148247292285,2.131796772013764,2.312535423847214,2.89591193827178,3.0492730404820207,16,21,21,5,7,6,0,63.5,58800.0,53,53513.457361167966,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1.9600947840472696,3.299533727885655,1.410986973710262,2.778819271990417,1.62924053973028,1.1314021114911006,1.0188473201992472,0.9555114450274363,2.9496883350525844,4.860587297852597,13,30,73,6,14,29,1,47.0,59800.0,53,53513.457361167966,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.8082887711792652,3.2228678461377385,0.7419373447293773,2.312535423847214,2.4069451083182885,2.151762203259462,2.004179057179289,2.091864061678393,2.89591193827178,4.585987366571318,10,32,66,5,16,28,1,49.0,59900.0,47,53513.457361167966,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1.62924053973028,2.4069451083182885,0.7419373447293773,1.62924053973028,2.714694743820879,2.6741486494265287,2.330200260027019,2.8678989020441064,3.0007198150650303,4.318820558770089,15,34,54,6,15,22,1,70.0,54900.0,43,36928.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2.091864061678393,2.6461747973841225,1.8082887711792652,2.4069451083182885,1.62924053973028,1.3480731482996928,1.2412685890696329,1.3270750014599193,2.89591193827178,4.160444363926624,14,33,47,6,16,19,1,79.0,53400.0,43,36928.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.410986973710262,2.5726122302071057,0.7419373447293773,1.9600947840472696,1.62924053973028,1.6770965609079151,1.6134299337036375,1.7227665977411035,2.714694743820879,4.812997033190408,11,29,57,5,12,25,1,65.0,54900.0,36,36928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.5726122302071057,0.0953101798043249,1.9600947840472696,2.312535423847214,2.151762203259462,2.28949985344539,1.9600947840472696,2.714694743820879,4.779963476361254,15,32,73,6,13,26,1,45.0,42800.0,29,35890.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,1.9600947840472696,0.0953101798043249,1.410986973710262,4.606169686321175,4.213607983048918,4.0347714706872,4.096009841541162,2.9496883350525844,4.220977213155467,15,36,56,6,17,22,0,62.0,72600.0,31,35890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,2.6461747973841225,1.1314021114911006,1.8082887711792652,2.312535423847214,2.5726122302071057,2.3739750890807185,2.5974910105351463,2.9496883350525844,4.160444363926624,15,37,55,6,17,22,1,67.0,57800.0,69,39394.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,2.714694743820879,1.1314021114911006,2.312535423847214,1.62924053973028,1.62924053973028,1.252762968495368,1.62924053973028,2.8390784635086144,4.829113417472866,8,18,37,3,7,13,1,77.0,50900.0,52,36898.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,3.370738174177447,1.1314021114911006,2.5726122302071057,2.8390784635086144,2.93651291389402,2.51608226725645,2.9322598505984176,3.0492730404820207,4.6549122778829055,13,32,74,6,17,29,1,73.0,88000.0,51,53513.457361167966,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,1.62924053973028,-2.302585092994045,1.1314021114911006,3.2228678461377385,3.2228678461377385,3.139832617527748,2.778819271990417,3.299533727885655,4.395682961121367,10,29,47,4,4,21,0,67.0,98800.0,60,44917.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.410986973710262,0.7419373447293773,0.7419373447293773,1.62924053973028,2.376764491168297,2.2353763433005955,2.312535423847214,2.714694743820879,3.1822118404966093,15,26,24,6,11,9,0,59.0,90800.0,40,39172.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,0.7419373447293773,-2.302585092994045,0.0953101798043249,3.095577608523707,3.095577608523707,2.778819271990417,2.6461747973841225,3.261935314328648,3.740047740688336,9,27,29,4,4,11,0,46.0,57300.0,45,39172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.4932054526026954,-2.302585092994045,0.0953101798043249,3.55820113047182,3.317815772723105,3.1578511230304263,2.2353763433005955,1.8082887711792652,3.9531649487593215,33,53,64,10,10,22,0,87.0,52100.0,0,33284.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,1.9600947840472696,1.1314021114911006,1.8082887711792652,2.714694743820879,2.8243506567983707,2.903616984646185,2.758109400974947,2.8390784635086144,4.291828366755733,13,30,50,6,15,21,1,85.0,49200.0,49,53513.457361167966,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,1.1314021114911006,0.0953101798043249,0.0953101798043249,3.0007198150650303,2.8678989020441064,2.714694743820879,3.0007198150650303,2.8390784635086144,3.7864597824528,14,32,37,6,14,14,0,71.0,49200.0,49,33933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.714694743820879,0.0953101798043249,1.8082887711792652,2.312535423847214,1.9600947840472696,1.6544112780768314,1.62924053973028,2.9496883350525844,4.6549122778829055,13,34,64,6,16,26,1,60.0,61600.0,42,36911.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.1314021114911006,-2.302585092994045,0.0953101798043249,3.0007198150650303,2.714694743820879,2.465553921272185,2.6619665279224902,3.0007198150650303,3.7864597824528,12,28,32,6,6,12,0,59.15084489627696,70900.0,35,40685.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,3.2228678461377385,1.1314021114911006,2.8390784635086144,2.4069451083182885,2.4069451083182885,2.4423470353692043,2.4069451083182885,2.714694743820879,4.533674184283021,11,19,43,3,7,18,1,54.5,88200.0,45,53513.457361167966,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,2.89591193827178,0.7419373447293773,2.312535423847214,2.4069451083182885,2.312535423847214,2.064327903869788,2.312535423847214,2.8390784635086144,4.829113417472866,12,30,70,6,15,30,1,63.5,55200.0,58,48058.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0.0953101798043249,2.312535423847214,0.0953101798043249,1.9600947840472696,2.714694743820879,2.714694743820879,1.9315214116032136,2.714694743820879,3.0492730404820207,4.511957804265912,6,18,45,4,10,20,1,74.0,55200.0,44,48058.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1,0.0953101798043249,2.4932054526026954,0.0953101798043249,2.091864061678393,3.2228678461377385,3.55820113047182,2.89591193827178,3.55820113047182,2.8390784635086144,4.852811208902689,14,36,74,6,17,33,1,57.0,86000.0,55,48058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,1.62924053973028,0.7419373447293773,0.7419373447293773,1.8082887711792652,1.7404661748405044,1.7404661748405044,1.7227665977411035,2.778819271990417,3.4688560301359703,13,27,24,6,12,10,1,57.0,56600.0,53,33707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,3.40452517175483,1.1314021114911006,2.778819271990417,2.312535423847214,1.9600947840472696,1.867176108512809,1.860974538249528,1.410986973710262,4.719391330078114,30,40,82,7,12,25,1,65.0,93400.0,52,33707.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.40452517175483,3.317815772723105,3.317815772723105,3.40452517175483,2.778819271990417,3.0007198150650303,14,22,18,6,10,8,0,54.0,56600.0,53,33707.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,3.0492730404820207,0.0953101798043249,2.4932054526026954,2.714694743820879,2.8678989020441064,2.52011290552262,2.714694743820879,2.8390784635086144,4.804840381116659,10,25,65,4,12,26,1,74.0,112179.20275487842,47,53513.457361167966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.091864061678393,2.4932054526026954,1.62924053973028,1.8082887711792652,2.2082744135228043,2.091864061678393,2.081938421878423,2.066862759472976,2.714694743820879,3.716008121502189,14,33,35,6,16,15,1,61.5,73900.0,46,58984.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,2.2082744135228043,-2.302585092994045,0.7419373447293773,2.714694743820879,2.6461747973841225,2.474856313934499,2.312535423847214,3.261935314328648,4.160444363926624,11,32,51,5,5,21,0,77.0,125000.0,40,59458.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2.091864061678393,2.4932054526026954,1.8082887711792652,2.091864061678393,2.091864061678393,1.8687205103641835,1.8357763546448291,1.780024213009634,3.1822118404966093,3.7864597824528,11,33,38,6,17,17,1,35.0,107900.0,42,59458.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,2.091864061678393,1.1314021114911006,1.9600947840472696,3.2228678461377385,2.8195915758351178,2.4832385926873037,2.8195915758351178,3.0492730404820207,4.606169686321175,14,31,50,6,15,23,1,84.0,90900.0,42,53513.457361167966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.62924053973028,2.9496883350525844,1.410986973710262,2.2082744135228043,2.4932054526026954,2.3513752571634776,2.1610215286722587,2.360854001118021,3.0007198150650303,4.728272383122075,13,34,69,6,16,27,1,79.0,87700.0,38,47308.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1314021114911006,1.8082887711792652,0.7419373447293773,1.1314021114911006,2.714694743820879,2.6461747973841225,2.422144328051685,2.714694743820879,2.8390784635086144,4.383275854074314,13,27,51,6,12,17,0,17.0,87700.0,38,47308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.312535423847214,0.7419373447293773,1.410986973710262,3.0492730404820207,2.975529566236472,2.766319109226186,2.923161580719156,2.9496883350525844,4.160444363926624,13,33,53,6,17,22,0,40.0,138500.0,47,77368.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,1.8082887711792652,0.7419373447293773,1.62924053973028,2.714694743820879,2.5726122302071057,2.050270164379556,2.5726122302071057,2.778819271990417,4.395682961121367,13,23,36,5,10,17,0,60.0,80000.0,0,53513.457361167966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1.9600947840472696,2.714694743820879,1.62924053973028,1.9600947840472696,1.62924053973028,1.62924053973028,1.603419840108537,1.62924053973028,2.778819271990417,3.9531649487593215,20,41,55,6,17,19,0,54.5,51800.0,50,34699.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.5726122302071057,0.7419373447293773,1.62924053973028,1.62924053973028,2.312535423847214,1.8931119634883424,2.312535423847214,2.89591193827178,4.86830338551846,8,24,43,4,12,18,1,81.0,40200.0,44,34699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.8082887711792652,0.7419373447293773,1.1314021114911006,2.714694743820879,2.465553921272185,2.2438960966453663,2.533696813957432,3.0492730404820207,4.383275854074314,12,31,47,6,15,18,0,67.0,51800.0,39,34699.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.410986973710262,0.0953101798043249,0.0953101798043249,2.312535423847214,2.312535423847214,2.312535423847214,2.312535423847214,2.714694743820879,3.139832617527748,14,22,19,6,10,8,0,52.0,51800.0,42,53513.457361167966,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.62924053973028,3.0492730404820207,1.1314021114911006,2.5726122302071057,1.410986973710262,1.5892352051165808,1.4350845252893225,1.62924053973028,2.89591193827178,4.395682961121367,4,12,30,2,6,14,1,61.0,86300.0,50,53513.457361167966,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,2.2082744135228043,0.0953101798043249,2.091864061678393,2.4932054526026954,2.4069451083182885,2.6304489550786583,2.4932054526026954,2.8390784635086144,4.852811208902689,12,30,62,5,12,25,1,47.0,103300.0,0,58401.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,2.091864061678393,1.1314021114911006,1.62924053973028,2.714694743820879,2.714694743820879,2.582486978126864,2.714694743820879,3.139832617527748,4.467056883858457,12,32,55,6,17,24,1,27.0,69800.0,37,47080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.410986973710262,2.4069451083182885,0.7419373447293773,1.410986973710262,2.714694743820879,2.513656063073986,2.091864061678393,2.533696813957432,2.89591193827178,4.788324729085938,14,34,58,6,15,20,0,55.0,60700.0,38,54367.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.410986973710262,1.62924053973028,1.1314021114911006,1.1314021114911006,2.312535423847214,2.151762203259462,2.091864061678393,2.091864061678393,2.9496883350525844,3.3357695763397,13,26,25,6,12,10,1,27.0,115500.0,49,54367.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,0.7419373447293773,0.7419373447293773,0.7419373447293773,2.714694743820879,2.533696813957432,2.533696813957432,2.533696813957432,2.778819271990417,3.0007198150650303,14,22,19,6,10,8,0,36.0,115500.0,49,54367.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.410986973710262,3.3357695763397,1.410986973710262,3.0007198150650303,2.778819271990417,2.714694743820879,2.2353763433005955,2.714694743820879,2.89591193827178,4.837075242970874,13,33,92,6,17,34,1,81.0,70500.0,43,43072.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,2.2082744135228043,1.1314021114911006,1.1314021114911006,1.8082887711792652,1.6845453849209058,1.62924053973028,1.8082887711792652,2.89591193827178,3.4688560301359703,13,30,31,6,14,12,0,61.0,62400.0,26,53513.457361167966,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,2.312535423847214,3.529297384289471,1.62924053973028,2.4932054526026954,3.0492730404820207,2.970414465569701,2.8425810940598164,2.9391619220655967,1.410986973710262,4.160444363926624,35,55,105,11,22,36,1,57.0,86000.0,40,48783.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,1.410986973710262,0.7419373447293773,0.7419373447293773,2.312535423847214,2.4932054526026954,2.312535423847214,2.4932054526026954,2.89591193827178,3.1822118404966093,15,25,24,6,11,9,0,21.0,131900.0,40,48783.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.62924053973028,1.8082887711792652,0.7419373447293773,0.7419373447293773,2.4932054526026954,2.186051276738094,2.131796772013764,2.4069451083182885,2.778819271990417,3.4688560301359703,14,29,27,6,13,11,0,53.0,94300.0,24,43804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0953101798043249,1.62924053973028,0.0953101798043249,1.1314021114911006,3.691376334312523,3.691376334312523,3.095577608523707,3.691376334312523,2.778819271990417,4.160444363926624,15,34,52,6,15,20,0,66.5,66700.0,44,53513.457361167966,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0953101798043249,1.9600947840472696,0.0953101798043249,1.62924053973028,2.778819271990417,2.778819271990417,2.5832425505088623,2.778819271990417,2.9496883350525844,4.522874943261261,15,33,60,6,14,24,1,54.0,97300.0,39,54911.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1,1.1314021114911006,3.095577608523707,0.0953101798043249,2.4932054526026954,2.4932054526026954,2.4362414778067194,2.423031246069913,2.4932054526026954,2.778819271990417,4.728272383122075,15,35,77,6,15,29,1,73.0,91600.0,49,41086.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0953101798043249,1.8082887711792652,-2.302585092994045,1.62924053973028,2.714694743820879,2.714694743820879,2.312535423847214,2.2444261788205138,2.89591193827178,4.710430696645584,10,23,48,4,4,22,0,35.0,93300.0,39,41086.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.9600947840472696,1.9600947840472696,1.62924053973028,1.62924053973028,2.312535423847214,2.516889695641051,2.516889695641051,2.587764035227708,2.89591193827178,3.370738174177447,14,28,27,6,14,12,1,49.0,109600.0,40,48866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.7419373447293773,2.4069451083182885,0.0953101798043249,1.8082887711792652,2.714694743820879,2.89591193827178,2.382320061012899,3.0007198150650303,2.89591193827178,4.044804116661965,22,43,73,8,18,28,1,57.0,75700.0,42,48866.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,0.7419373447293773,0.7419373447293773,0.7419373447293773,3.2228678461377385,3.1179499062782403,3.1179499062782403,3.1179499062782403,2.8390784635086144,3.0492730404820207,13,21,19,6,10,8,0,54.0,93300.0,30,48866.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
0,0.7419373447293773,2.2082744135228043,-2.302585092994045,1.62924053973028,2.714694743820879,2.681021528714291,2.376764491168297,2.886754110984246,2.89591193827178,4.522874943261261,13,33,63,6,6,27,1,82.0,60700.0,36,32316.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1.410986973710262,1.8082887711792652,1.1314021114911006,1.62924053973028,2.4932054526026954,2.3841650799864684,2.226783379577764,2.4362414778067194,2.8390784635086144,4.160444363926624,6,12,23,1,4,9,1,56.0,56500.0,66,53513.457361167966,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1.1314021114911006,1.1314021114911006,0.7419373447293773,0.7419373447293773,3.2228678461377385,2.714694743820879,2.714694743820879,3.0007198150650303,3.0492730404820207,3.261935314328648,13,25,23,6,12,10,1,67.0,244400.0,31,106480.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2.091864061678393,3.4372078191851885,1.8082887711792652,2.4932054526026954,1.8082887711792652,2.122261538862764,2.032087845296365,2.171336806384092,2.778819271990417,4.33204826486764,34,53,102,6,17,25,1,74.0,77800.0,0,38184.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.2228678461377385,2.8678989020441064,2.8678989020441064,2.312535423847214,3.0007198150650303,3.0492730404820207,13,21,18,6,10,8,0,60.0,77800.0,52,38184.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7419373447293773,0.7419373447293773,0.0953101798043249,0.0953101798043249,3.0007198150650303,2.714694743820879,2.714694743820879,2.312535423847214,2.89591193827178,3.4688560301359703,10,25,23,4,10,9,0,63.5,77000.0,34,48398.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
